Zonal winds (U), betab (β_b), and betae (β_e) 
Latitude is planetocentric and pressure unit is mbar
Unit of zonal winds (U) is m/s; Unit of betab and betae is 1e-12 1/(s*m) 
Meridional profile of zonal winds (U) is saved first
Then data of betab and betae is saved in each pressure level with varying latitude  

zonal winds (U) at 500 mbar
latitude    U
  338.47  -16.00      7.074     8.768
  338.47  -15.00      3.930     5.977
  338.47  -14.00      4.551     6.906
  338.47  -13.00      4.774     7.128
  338.47  -12.00      7.493     9.131
  338.47  -11.00      9.754    10.208
  338.47  -10.00     10.172     9.256
  338.47   -9.00      9.818     7.603
  338.47   -8.00     10.446     7.113
  338.47   -7.00      8.738     4.410
  338.47   -6.00      8.146     2.886
  338.47   -5.00      3.364    -2.520
  338.47   -4.00     -0.217    -5.416
  338.47   -3.00      0.102    -3.304
  338.47   -2.00      2.249     0.751
  338.47   -1.00      7.922     7.612
  338.47    0.00     13.250    17.311
  338.47    1.00      8.682     8.411
  338.47    2.00     -2.631    -3.798
  338.47    3.00     -0.673    -3.069
  338.47    4.00      4.623     1.607
  338.47    5.00      4.650     1.278
  338.47    6.00      8.136     5.183
  338.47    7.00     10.906     8.405
  338.47    8.00     10.707     8.873
  338.47    9.00      8.725     7.631
  338.47   10.00      9.147     9.086
  338.47   11.00      9.600    11.016
  338.47   12.00      6.610     9.339
  338.47   13.00      8.374    11.391
  338.47   14.00      5.734     8.751
  338.47   15.00      1.363     4.040
  338.47   16.00      5.013     7.113
  338.47   17.00      3.794     5.771
  338.47   18.00      5.420     6.914
  338.47   19.00      5.105     6.620
  338.47   20.00      4.953     7.259
  338.47   21.00      4.242     7.873
  338.47   22.00      2.937     7.853
  338.47   23.00      2.990     8.546
  338.47   24.00      2.962     7.757
  338.47   25.00      3.119     6.184
  338.47   26.00      3.246     5.438
  338.47   27.00      6.748     9.187
  338.47   28.00      6.758    10.642
  338.47   29.00      7.010    12.373
  338.47   30.00      9.651    16.035
  338.47   31.00      5.182    12.625
  338.47   32.00      0.968     8.333
  338.47   33.00     -0.691     4.426
  338.47   34.00     -2.531    -2.120
  338.47   35.00     -1.417    -7.466
  338.47   36.00     -1.903   -14.867
  338.47   37.00     -2.249   -23.529
  338.47   38.00     -0.419   -30.287
  338.47   39.00      4.912   -31.235
  338.47   40.00     11.900   -26.201
  338.47   41.00     13.250   -16.687
  338.47   42.00     13.250    -6.401
  338.47   43.00     13.250    -8.313
  338.47   44.00      5.222   -14.911
  338.47   45.00     -1.200   -20.246
  338.47   46.00      2.588   -15.419
  338.47   47.00     -2.577   -16.312
  338.47   48.00      0.734    -9.258
  338.47   49.00     -1.821    -8.417
  338.47   50.00     -1.196    -7.568
  338.47   51.00     -1.625    -9.559
  338.47   52.00     -0.733   -10.798
  338.47   53.00      1.840   -10.754
  338.47   54.00      5.458   -10.656
  338.47   55.00      8.558   -10.691
  338.47   56.00     10.622    -8.921
  338.47   57.00      7.086    -8.782
  338.47   58.00      0.786   -10.560
  338.47   59.00      1.549    -6.444
  338.47   60.00      4.377     1.318
  338.47   61.00      8.556    13.365
  338.47   62.00     12.662    27.665
  338.47   63.00      7.154    32.603
  338.47   64.00     -1.544    28.315
  338.47   65.00      0.748    26.664
  338.47   66.00     -0.801    16.899
  338.47   67.00     -2.456     7.433
  338.47   68.00     -0.512     0.346
  338.47   69.00     -1.564    -4.914
  338.47   70.00     -2.058    -4.726
  338.47   71.00     -3.998     0.419
  338.47   72.00     -3.232    10.168
  338.47   73.00      1.605    22.284
  338.47   74.00      5.968    29.730
  338.47   75.00     12.764    33.911
  338.47   76.00     13.250    31.646
  338.47   77.00      0.351    12.113
  338.47   78.00     -6.456    -1.073
  338.47   79.00     -2.740    -3.772
  338.47   80.00     -5.917    -8.997
  338.47   81.00     -5.123    -6.460
  338.47   82.00     -1.106     1.790
  338.47   83.00      1.973     9.558
  338.47   84.00      7.315    18.962
  338.47   85.00     13.250    27.602
  338.47   86.00     12.296    26.236
  338.47   87.00     12.878    26.402
  338.47   88.00      6.574    23.933
  338.47   89.00      0.270    14.930
  338.47   90.00      0.164     1.369

Pressure level 295.5954 mbar
pressure latitude     betab     betae
  295.60  -90.00      1.539     1.181
  295.60  -89.00      1.645   -18.340
  295.60  -88.00      3.482    -6.061
  295.60  -87.00      3.531    -2.221
  295.60  -86.00      3.579    -1.598
  295.60  -85.00      2.254    -3.130
  295.60  -84.00      3.319    -1.797
  295.60  -83.00     -3.197    -8.989
  295.60  -82.00     -2.985    -8.682
  295.60  -81.00     -1.659    -6.502
  295.60  -80.00     -2.813    -6.252
  295.60  -79.00     -2.098    -4.061
  295.60  -78.00     -1.979    -1.266
  295.60  -77.00     -1.475     1.798
  295.60  -76.00     -2.687     2.772
  295.60  -75.00     -3.915     2.998
  295.60  -74.00     -3.325     2.704
  295.60  -73.00      1.247     3.537
  295.60  -72.00      6.086     6.960
  295.60  -71.00     13.250    16.261
  295.60  -70.00     13.250    21.175
  295.60  -69.00      3.944     9.471
  295.60  -68.00     -1.137     3.464
  295.60  -67.00      0.177     1.697
  295.60  -66.00     -3.361    -4.866
  295.60  -65.00     -1.312    -5.048
  295.60  -64.00     -1.466    -5.887
  295.60  -63.00     -0.160    -3.275
  295.60  -62.00      0.809    -0.263
  295.60  -61.00     -1.949    -2.102
  295.60  -60.00     -4.528    -4.300
  295.60  -59.00     -3.368    -2.612
  295.60  -58.00     -1.465    -0.274
  295.60  -57.00      7.805     9.734
  295.60  -56.00     13.250    25.157
  295.60  -55.00     13.250    21.823
  295.60  -54.00      8.663    15.701
  295.60  -53.00      8.387    17.004
  295.60  -52.00      3.528    10.989
  295.60  -51.00     -0.162     4.235
  295.60  -50.00     -2.110    -0.104
  295.60  -49.00     -3.641    -4.337
  295.60  -48.00     -4.000    -7.291
  295.60  -47.00     -3.335    -7.096
  295.60  -46.00      0.052    -2.448
  295.60  -45.00      5.952     5.072
  295.60  -44.00     12.567    13.370
  295.60  -43.00     13.250    20.201
  295.60  -42.00     13.250    21.393
  295.60  -41.00      9.951    14.703
  295.60  -40.00      1.319     5.581
  295.60  -39.00      1.386     3.318
  295.60  -38.00     -0.836    -1.624
  295.60  -37.00     -0.081    -2.979
  295.60  -36.00     -0.775    -4.643
  295.60  -35.00     -0.811    -3.893
  295.60  -34.00     -0.979    -2.274
  295.60  -33.00      1.008     1.389
  295.60  -32.00      3.552     5.433
  295.60  -31.00      6.722     9.150
  295.60  -30.00      8.506    10.291
  295.60  -29.00      7.024     8.085
  295.60  -28.00      9.430     9.671
  295.60  -27.00      7.236     6.496
  295.60  -26.00      0.779    -0.920
  295.60  -25.00     -0.120    -2.320
  295.60  -24.00      2.291     0.140
  295.60  -23.00      3.729     1.712
  295.60  -22.00      4.624     2.823
  295.60  -21.00      3.553     2.008
  295.60  -20.00      3.890     2.391
  295.60  -19.00      3.443     1.948
  295.60  -18.00      5.664     4.363
  295.60  -17.00      5.458     4.840
  295.60  -16.00      7.270     7.387
  295.60  -15.00      4.245     4.910
  295.60  -14.00      4.868     5.840
  295.60  -13.00      4.985     5.883
  295.60  -12.00      7.488     7.806
  295.60  -11.00      9.642     9.139
  295.60  -10.00     10.133     8.739
  295.60   -9.00      9.883     7.614
  295.60   -8.00     10.380     7.235
  295.60   -7.00      8.691     4.781
  295.60   -6.00      8.077     3.621
  295.60   -5.00      2.404    -2.293
  295.60   -4.00     -1.103    -4.964
  295.60   -3.00     -0.765    -3.161
  295.60   -2.00      1.868     0.843
  295.60   -1.00      9.356     9.148
  295.60    0.00     13.250    20.806
  295.60    1.00      7.972     7.765
  295.60    2.00     -2.992    -3.916
  295.60    3.00     -3.158    -5.160
  295.60    4.00      4.664     2.040
  295.60    5.00      3.891     0.780
  295.60    6.00      8.033     5.291
  295.60    7.00     10.695     8.415
  295.60    8.00     10.689     9.118
  295.60    9.00      8.714     7.877
  295.60   10.00      9.429     9.461
  295.60   11.00     10.035    11.030
  295.60   12.00      7.094     8.695
  295.60   13.00      8.603    10.056
  295.60   14.00      5.984     7.199
  295.60   15.00      1.603     2.573
  295.60   16.00      5.086     5.873
  295.60   17.00      3.999     5.036
  295.60   18.00      5.405     6.326
  295.60   19.00      4.998     5.879
  295.60   20.00      4.819     6.095
  295.60   21.00      4.153     6.274
  295.60   22.00      2.933     6.073
  295.60   23.00      3.057     6.933
  295.60   24.00      3.049     6.796
  295.60   25.00      3.130     5.798
  295.60   26.00      3.192     5.040
  295.60   27.00      6.622     8.479
  295.60   28.00      6.662     9.582
  295.60   29.00      6.950    11.270
  295.60   30.00      9.606    14.854
  295.60   31.00      5.230    10.996
  295.60   32.00      1.061     6.573
  295.60   33.00     -0.590     3.287
  295.60   34.00     -2.449    -1.673
  295.60   35.00     -1.359    -4.492
  295.60   36.00     -1.837    -9.306
  295.60   37.00     -2.227   -15.141
  295.60   38.00     -0.439   -18.838
  295.60   39.00      4.831   -17.532
  295.60   40.00     11.744   -11.665
  295.60   41.00     13.250    -3.156
  295.60   42.00     13.250     4.949
  295.60   43.00     13.250     0.667
  295.60   44.00      5.260    -7.376
  295.60   45.00     -1.129   -13.533
  295.60   46.00      2.597    -9.035
  295.60   47.00     -2.516   -11.117
  295.60   48.00      0.763    -5.190
  295.60   49.00     -1.799    -5.853
  295.60   50.00     -1.209    -4.774
  295.60   51.00     -1.602    -4.691
  295.60   52.00     -0.687    -3.564
  295.60   53.00      1.859    -1.806
  295.60   54.00      5.429    -0.556
  295.60   55.00      8.514    -0.076
  295.60   56.00     10.596     1.138
  295.60   57.00      7.078    -1.328
  295.60   58.00      0.777    -5.835
  295.60   59.00      1.521    -2.939
  295.60   60.00      4.362     3.708
  295.60   61.00      8.573    13.084
  295.60   62.00     12.687    22.062
  295.60   63.00      7.175    19.583
  295.60   64.00     -1.533     9.796
  295.60   65.00      0.736     6.935
  295.60   66.00     -0.792    -0.905
  295.60   67.00     -2.463    -7.560
  295.60   68.00     -0.531    -9.347
  295.60   69.00     -1.570    -9.470
  295.60   70.00     -2.057    -6.426
  295.60   71.00     -3.989    -2.723
  295.60   72.00     -3.206     4.372
  295.60   73.00      1.634    14.747
  295.60   74.00      5.963    21.773
  295.60   75.00     12.713    27.425
  295.60   76.00     13.250    26.765
  295.60   77.00      0.358     8.729
  295.60   78.00     -6.439    -1.871
  295.60   79.00     -2.731    -1.365
  295.60   80.00     -5.867    -4.602
  295.60   81.00     -5.069    -2.255
  295.60   82.00     -1.078     3.581
  295.60   83.00      1.948     8.042
  295.60   84.00      7.273    15.037
  295.60   85.00     13.250    23.544
  295.60   86.00     12.266    23.768
  295.60   87.00     12.854    25.332
  295.60   88.00      6.528    24.326
  295.60   89.00      0.201    14.688
  295.60   90.00      0.095     0.575

Pressure level 258.1457 mbar
pressure latitude     betab     betae
  258.15  -90.00      1.457     1.185
  258.15  -89.00      1.563   -13.331
  258.15  -88.00      3.494    -3.481
  258.15  -87.00      3.538     1.951
  258.15  -86.00      3.582     3.670
  258.15  -85.00      2.253     2.809
  258.15  -84.00      3.335     2.928
  258.15  -83.00     -3.204    -6.304
  258.15  -82.00     -2.999    -8.013
  258.15  -81.00     -1.680    -6.974
  258.15  -80.00     -2.831    -7.307
  258.15  -79.00     -2.120    -5.290
  258.15  -78.00     -1.977    -2.427
  258.15  -77.00     -1.473     0.570
  258.15  -76.00     -2.671     1.728
  258.15  -75.00     -3.868     2.392
  258.15  -74.00     -3.281     2.888
  258.15  -73.00      1.226     4.771
  258.15  -72.00      6.060     8.563
  258.15  -71.00     13.250    17.577
  258.15  -70.00     13.250    21.775
  258.15  -69.00      3.950     9.588
  258.15  -68.00     -1.117     3.658
  258.15  -67.00      0.191     2.485
  258.15  -66.00     -3.350    -3.579
  258.15  -65.00     -1.329    -3.508
  258.15  -64.00     -1.503    -4.516
  258.15  -63.00     -0.185    -2.567
  258.15  -62.00      0.821    -0.309
  258.15  -61.00     -1.917    -2.492
  258.15  -60.00     -4.497    -4.773
  258.15  -59.00     -3.335    -2.790
  258.15  -58.00     -1.432     0.231
  258.15  -57.00      7.808    10.714
  258.15  -56.00     13.250    25.979
  258.15  -55.00     13.250    21.775
  258.15  -54.00      8.616    14.420
  258.15  -53.00      8.354    14.775
  258.15  -52.00      3.488     9.131
  258.15  -51.00     -0.176     3.797
  258.15  -50.00     -2.023     0.541
  258.15  -49.00     -3.480    -2.783
  258.15  -48.00     -3.834    -5.115
  258.15  -47.00     -3.250    -5.532
  258.15  -46.00      0.056    -2.068
  258.15  -45.00      5.902     4.566
  258.15  -44.00     12.444    11.950
  258.15  -43.00     13.250    17.729
  258.15  -42.00     13.250    18.346
  258.15  -41.00      9.815    11.985
  258.15  -40.00      1.336     4.238
  258.15  -39.00      1.534     4.017
  258.15  -38.00     -0.718     0.330
  258.15  -37.00     -0.104    -0.897
  258.15  -36.00     -0.809    -2.731
  258.15  -35.00     -0.801    -2.156
  258.15  -34.00     -0.906    -0.649
  258.15  -33.00      1.126     2.840
  258.15  -32.00      3.652     6.450
  258.15  -31.00      6.751     9.719
  258.15  -30.00      8.444    10.501
  258.15  -29.00      6.921     7.843
  258.15  -28.00      9.248     9.008
  258.15  -27.00      7.034     5.866
  258.15  -26.00      0.749    -0.966
  258.15  -25.00     -0.018    -2.029
  258.15  -24.00      2.343     0.235
  258.15  -23.00      3.761     1.636
  258.15  -22.00      4.633     2.544
  258.15  -21.00      3.554     1.514
  258.15  -20.00      3.889     1.736
  258.15  -19.00      3.524     1.202
  258.15  -18.00      5.785     3.443
  258.15  -17.00      5.709     3.875
  258.15  -16.00      7.522     6.511
  258.15  -15.00      4.637     4.326
  258.15  -14.00      5.228     5.224
  258.15  -13.00      5.163     5.067
  258.15  -12.00      7.422     6.938
  258.15  -11.00      9.452     8.481
  258.15  -10.00     10.047     8.527
  258.15   -9.00      9.896     7.749
  258.15   -8.00     10.203     7.318
  258.15   -7.00      8.480     5.012
  258.15   -6.00      7.617     3.889
  258.15   -5.00      1.257    -2.411
  258.15   -4.00     -1.944    -4.743
  258.15   -3.00     -1.511    -3.154
  258.15   -2.00      2.058     1.377
  258.15   -1.00     11.634    11.498
  258.15    0.00     13.250    23.689
  258.15    1.00      7.409     7.250
  258.15    2.00     -3.003    -3.733
  258.15    3.00     -5.704    -7.382
  258.15    4.00      4.299     1.962
  258.15    5.00      3.209     0.245
  258.15    6.00      7.605     4.842
  258.15    7.00     10.396     8.033
  258.15    8.00     10.587     8.955
  258.15    9.00      8.686     7.813
  258.15   10.00      9.750     9.663
  258.15   11.00     10.444    11.009
  258.15   12.00      7.546     8.357
  258.15   13.00      8.900     9.460
  258.15   14.00      6.327     6.705
  258.15   15.00      1.935     2.363
  258.15   16.00      5.232     5.940
  258.15   17.00      4.233     5.615
  258.15   18.00      5.398     6.991
  258.15   19.00      4.888     6.315
  258.15   20.00      4.665     5.979
  258.15   21.00      4.040     5.612
  258.15   22.00      2.908     5.053
  258.15   23.00      3.106     5.895
  258.15   24.00      3.128     6.187
  258.15   25.00      3.160     5.657
  258.15   26.00      3.157     4.845
  258.15   27.00      6.490     7.740
  258.15   28.00      6.544     8.266
  258.15   29.00      6.852     9.668
  258.15   30.00      9.529    13.239
  258.15   31.00      5.271     9.549
  258.15   32.00      1.154     5.516
  258.15   33.00     -0.480     3.148
  258.15   34.00     -2.344    -0.190
  258.15   35.00     -1.276    -0.986
  258.15   36.00     -1.753    -3.974
  258.15   37.00     -2.181    -8.218
  258.15   38.00     -0.432   -10.695
  258.15   39.00      4.761    -9.167
  258.15   40.00     11.580    -4.359
  258.15   41.00     13.250     2.146
  258.15   42.00     13.250     8.485
  258.15   43.00     13.250     3.645
  258.15   44.00      5.316    -3.831
  258.15   45.00     -1.026    -9.368
  258.15   46.00      2.634    -4.636
  258.15   47.00     -2.442    -7.358
  258.15   48.00      0.791    -2.525
  258.15   49.00     -1.786    -4.319
  258.15   50.00     -1.227    -3.092
  258.15   51.00     -1.574    -1.728
  258.15   52.00     -0.634     0.327
  258.15   53.00      1.870     2.247
  258.15   54.00      5.386     3.780
  258.15   55.00      8.468     4.955
  258.15   56.00     10.579     6.479
  258.15   57.00      7.075     3.071
  258.15   58.00      0.768    -2.876
  258.15   59.00      1.495    -0.804
  258.15   60.00      4.351     4.722
  258.15   61.00      8.592    11.935
  258.15   62.00     12.704    17.794
  258.15   63.00      7.167    11.976
  258.15   64.00     -1.551     0.199
  258.15   65.00      0.714    -2.154
  258.15   66.00     -0.761    -7.503
  258.15   67.00     -2.456   -11.966
  258.15   68.00     -0.522   -10.844
  258.15   69.00     -1.563    -9.224
  258.15   70.00     -2.046    -5.673
  258.15   71.00     -3.973    -3.776
  258.15   72.00     -3.175     0.509
  258.15   73.00      1.654     8.248
  258.15   74.00      5.931    13.872
  258.15   75.00     12.628    20.326
  258.15   76.00     13.250    21.907
  258.15   77.00      0.364     6.372
  258.15   78.00     -6.412    -1.680
  258.15   79.00     -2.695     1.217
  258.15   80.00     -5.790    -1.047
  258.15   81.00     -4.996     0.293
  258.15   82.00     -1.043     3.666
  258.15   83.00      1.917     5.144
  258.15   84.00      7.221    10.126
  258.15   85.00     13.250    18.743
  258.15   86.00     12.222    20.666
  258.15   87.00     12.868    24.235
  258.15   88.00      6.428    24.358
  258.15   89.00     -0.013    16.315
  258.15   90.00     -0.119     0.020

Pressure level 225.4481 mbar
pressure latitude     betab     betae
  225.45  -90.00      1.417     1.214
  225.45  -89.00      1.523    -4.375
  225.45  -88.00      3.507     0.812
  225.45  -87.00      3.544     4.830
  225.45  -86.00      3.581     6.438
  225.45  -85.00      2.222     5.589
  225.45  -84.00      3.321     5.309
  225.45  -83.00     -3.199    -4.144
  225.45  -82.00     -2.984    -6.321
  225.45  -81.00     -1.685    -5.871
  225.45  -80.00     -2.843    -6.672
  225.45  -79.00     -2.120    -4.856
  225.45  -78.00     -1.977    -2.548
  225.45  -77.00     -1.472    -0.268
  225.45  -76.00     -2.660     0.309
  225.45  -75.00     -3.849     0.817
  225.45  -74.00     -3.277     2.013
  225.45  -73.00      1.229     5.378
  225.45  -72.00      6.061     9.845
  225.45  -71.00     13.250    18.484
  225.45  -70.00     13.250    21.528
  225.45  -69.00      3.927     8.766
  225.45  -68.00     -1.123     3.176
  225.45  -67.00      0.206     3.148
  225.45  -66.00     -3.327    -2.078
  225.45  -65.00     -1.330    -1.769
  225.45  -64.00     -1.520    -3.016
  225.45  -63.00     -0.203    -1.666
  225.45  -62.00      0.822     0.135
  225.45  -61.00     -1.880    -1.949
  225.45  -60.00     -4.446    -4.058
  225.45  -59.00     -3.288    -1.955
  225.45  -58.00     -1.391     1.239
  225.45  -57.00      7.807    11.489
  225.45  -56.00     13.250    25.939
  225.45  -55.00     13.250    20.617
  225.45  -54.00      8.555    12.309
  225.45  -53.00      8.289    12.193
  225.45  -52.00      3.422     7.498
  225.45  -51.00     -0.186     4.419
  225.45  -50.00     -1.929     3.191
  225.45  -49.00     -3.292     1.345
  225.45  -48.00     -3.621    -0.414
  225.45  -47.00     -3.128    -2.033
  225.45  -46.00      0.077    -0.733
  225.45  -45.00      5.847     3.908
  225.45  -44.00     12.304     9.478
  225.45  -43.00     13.250    13.755
  225.45  -42.00     13.250    13.747
  225.45  -41.00      9.643     7.816
  225.45  -40.00      1.321     1.816
  225.45  -39.00      1.686     4.130
  225.45  -38.00     -0.591     2.062
  225.45  -37.00     -0.115     1.406
  225.45  -36.00     -0.794     0.016
  225.45  -35.00     -0.746     0.613
  225.45  -34.00     -0.818     1.793
  225.45  -33.00      1.249     4.695
  225.45  -32.00      3.725     7.229
  225.45  -31.00      6.736     9.487
  225.45  -30.00      8.363     9.706
  225.45  -29.00      6.803     6.504
  225.45  -28.00      9.046     7.350
  225.45  -27.00      6.811     4.681
  225.45  -26.00      0.721    -0.899
  225.45  -25.00      0.109    -1.053
  225.45  -24.00      2.406     1.281
  225.45  -23.00      3.799     2.572
  225.45  -22.00      4.638     3.237
  225.45  -21.00      3.539     1.960
  225.45  -20.00      3.873     1.990
  225.45  -19.00      3.618     1.357
  225.45  -18.00      5.985     3.439
  225.45  -17.00      6.066     3.697
  225.45  -16.00      7.833     6.194
  225.45  -15.00      5.063     4.175
  225.45  -14.00      5.605     4.964
  225.45  -13.00      5.341     4.585
  225.45  -12.00      7.344     6.376
  225.45  -11.00      9.207     7.986
  225.45  -10.00      9.892     8.307
  225.45   -9.00      9.794     7.671
  225.45   -8.00      9.865     7.072
  225.45   -7.00      8.089     4.891
  225.45   -6.00      6.651     3.464
  225.45   -5.00      0.019    -2.804
  225.45   -4.00     -2.685    -4.626
  225.45   -3.00     -2.106    -3.149
  225.45   -2.00      2.994     2.595
  225.45   -1.00     13.250    14.730
  225.45    0.00     13.250    25.242
  225.45    1.00      7.449     7.339
  225.45    2.00     -2.576    -3.116
  225.45    3.00     -8.029    -9.386
  225.45    4.00      3.329     1.255
  225.45    5.00      2.784    -0.083
  225.45    6.00      6.760     3.759
  225.45    7.00     10.002     7.206
  225.45    8.00     10.369     8.241
  225.45    9.00      8.617     7.308
  225.45   10.00     10.060     9.591
  225.45   11.00     10.797    10.915
  225.45   12.00      7.964     8.307
  225.45   13.00      9.265     9.600
  225.45   14.00      6.764     7.287
  225.45   15.00      2.361     3.421
  225.45   16.00      5.445     7.274
  225.45   17.00      4.475     7.284
  225.45   18.00      5.370     8.482
  225.45   19.00      4.764     7.441
  225.45   20.00      4.503     6.517
  225.45   21.00      3.919     5.622
  225.45   22.00      2.880     4.728
  225.45   23.00      3.149     5.457
  225.45   24.00      3.191     5.905
  225.45   25.00      3.193     5.621
  225.45   26.00      3.134     4.647
  225.45   27.00      6.357     6.847
  225.45   28.00      6.415     6.659
  225.45   29.00      6.720     7.582
  225.45   30.00      9.419    11.229
  225.45   31.00      5.306     8.201
  225.45   32.00      1.247     5.040
  225.45   33.00     -0.356     3.933
  225.45   34.00     -2.213     2.262
  225.45   35.00     -1.177     3.112
  225.45   36.00     -1.662     1.365
  225.45   37.00     -2.117    -2.019
  225.45   38.00     -0.401    -4.233
  225.45   39.00      4.701    -3.519
  225.45   40.00     11.411    -0.710
  225.45   41.00     13.250     3.200
  225.45   42.00     13.250     7.859
  225.45   43.00     13.247     3.640
  225.45   44.00      5.394    -1.754
  225.45   45.00     -0.891    -5.538
  225.45   46.00      2.696    -0.149
  225.45   47.00     -2.359    -3.175
  225.45   48.00      0.813     0.718
  225.45   49.00     -1.770    -1.881
  225.45   50.00     -1.240    -0.724
  225.45   51.00     -1.545     1.054
  225.45   52.00     -0.581     3.063
  225.45   53.00      1.871     4.351
  225.45   54.00      5.331     5.723
  225.45   55.00      8.423     7.644
  225.45   56.00     10.564     9.843
  225.45   57.00      7.075     6.133
  225.45   58.00      0.768    -0.747
  225.45   59.00      1.474     0.398
  225.45   60.00      4.337     4.590
  225.45   61.00      8.603     9.782
  225.45   62.00     12.705    13.324
  225.45   63.00      7.128     5.708
  225.45   64.00     -1.586    -6.138
  225.45   65.00      0.700    -6.420
  225.45   66.00     -0.708    -8.195
  225.45   67.00     -2.428    -9.982
  225.45   68.00     -0.482    -6.631
  225.45   69.00     -1.545    -5.050
  225.45   70.00     -2.036    -2.842
  225.45   71.00     -3.958    -3.369
  225.45   72.00     -3.139    -1.879
  225.45   73.00      1.667     2.673
  225.45   74.00      5.878     5.788
  225.45   75.00     12.516    11.996
  225.45   76.00     13.250    15.806
  225.45   77.00      0.367     3.566
  225.45   78.00     -6.376    -1.330
  225.45   79.00     -2.640     3.992
  225.45   80.00     -5.698     2.453
  225.45   81.00     -4.913     2.446
  225.45   82.00     -1.003     2.930
  225.45   83.00      1.887     0.821
  225.45   84.00      7.172     3.052
  225.45   85.00     13.250    10.782
  225.45   86.00     12.161    13.546
  225.45   87.00     12.931    19.643
  225.45   88.00      6.276    21.170
  225.45   89.00     -0.379    16.997
  225.45   90.00     -0.485    -0.213

Pressure level 196.8947 mbar
pressure latitude     betab     betae
  196.89  -90.00      1.395     1.260
  196.89  -89.00      1.501     4.732
  196.89  -88.00      3.531     5.713
  196.89  -87.00      3.553     6.700
  196.89  -86.00      3.576     7.549
  196.89  -85.00      2.145     6.352
  196.89  -84.00      3.275     6.350
  196.89  -83.00     -3.181    -2.031
  196.89  -82.00     -2.935    -3.547
  196.89  -81.00     -1.668    -3.252
  196.89  -80.00     -2.841    -4.585
  196.89  -79.00     -2.095    -3.310
  196.89  -78.00     -1.984    -2.366
  196.89  -77.00     -1.470    -1.549
  196.89  -76.00     -2.652    -2.338
  196.89  -75.00     -3.850    -2.437
  196.89  -74.00     -3.307    -0.479
  196.89  -73.00      1.248     4.809
  196.89  -72.00      6.073    10.314
  196.89  -71.00     13.250    18.793
  196.89  -70.00     13.250    20.711
  196.89  -69.00      3.884     7.500
  196.89  -68.00     -1.145     2.557
  196.89  -67.00      0.217     4.122
  196.89  -66.00     -3.300     0.304
  196.89  -65.00     -1.320     1.321
  196.89  -64.00     -1.519     0.144
  196.89  -63.00     -0.208     0.958
  196.89  -62.00      0.821     2.249
  196.89  -61.00     -1.839     0.229
  196.89  -60.00     -4.375    -1.945
  196.89  -59.00     -3.227    -0.478
  196.89  -58.00     -1.352     1.716
  196.89  -57.00      7.790    10.591
  196.89  -56.00     13.250    23.583
  196.89  -55.00     13.250    17.423
  196.89  -54.00      8.488     9.059
  196.89  -53.00      8.216     9.391
  196.89  -52.00      3.358     6.215
  196.89  -51.00     -0.192     5.622
  196.89  -50.00     -1.831     6.789
  196.89  -49.00     -3.093     6.786
  196.89  -48.00     -3.406     5.713
  196.89  -47.00     -3.000     2.808
  196.89  -46.00      0.112     1.414
  196.89  -45.00      5.794     3.123
  196.89  -44.00     12.159     6.241
  196.89  -43.00     13.250     9.154
  196.89  -42.00     13.250     8.979
  196.89  -41.00      9.466     3.734
  196.89  -40.00      1.294    -0.572
  196.89  -39.00      1.817     3.902
  196.89  -38.00     -0.485     3.259
  196.89  -37.00     -0.116     3.456
  196.89  -36.00     -0.734     2.971
  196.89  -35.00     -0.656     3.741
  196.89  -34.00     -0.733     4.394
  196.89  -33.00      1.352     6.350
  196.89  -32.00      3.770     7.267
  196.89  -31.00      6.691     8.062
  196.89  -30.00      8.264     7.638
  196.89  -29.00      6.679     4.095
  196.89  -28.00      8.856     5.067
  196.89  -27.00      6.598     3.334
  196.89  -26.00      0.688    -0.623
  196.89  -25.00      0.236     0.522
  196.89  -24.00      2.474     3.210
  196.89  -23.00      3.837     4.511
  196.89  -22.00      4.641     4.984
  196.89  -21.00      3.507     3.485
  196.89  -20.00      3.836     3.355
  196.89  -19.00      3.715     2.704
  196.89  -18.00      6.245     4.701
  196.89  -17.00      6.531     4.654
  196.89  -16.00      8.200     6.636
  196.89  -15.00      5.463     4.462
  196.89  -14.00      5.968     5.005
  196.89  -13.00      5.556     4.382
  196.89  -12.00      7.302     6.009
  196.89  -11.00      8.943     7.509
  196.89  -10.00      9.654     7.920
  196.89   -9.00      9.539     7.265
  196.89   -8.00      9.366     6.493
  196.89   -7.00      7.549     4.493
  196.89   -6.00      5.275     2.502
  196.89   -5.00     -1.171    -3.326
  196.89   -4.00     -3.285    -4.575
  196.89   -3.00     -2.557    -3.158
  196.89   -2.00      4.516     4.323
  196.89   -1.00     13.250    18.491
  196.89    0.00     13.250    25.339
  196.89    1.00      8.255     8.186
  196.89    2.00     -1.718    -2.090
  196.89    3.00     -9.904   -10.958
  196.89    4.00      1.773    -0.011
  196.89    5.00      2.696    -0.023
  196.89    6.00      5.551     2.286
  196.89    7.00      9.532     6.118
  196.89    8.00     10.039     7.053
  196.89    9.00      8.500     6.318
  196.89   10.00     10.318     9.134
  196.89   11.00     11.082    10.689
  196.89   12.00      8.344     8.550
  196.89   13.00      9.659    10.498
  196.89   14.00      7.258     8.899
  196.89   15.00      2.852     5.515
  196.89   16.00      5.709     9.391
