Zonal winds (U), betab (β_b), and betae (β_e) 
Latitude is planetocentric and pressure unit is mbar
Unit of zonal winds (U) is m/s; Unit of betab and betae is 1e-12 1/(s*m) 
Meridional profile of zonal winds (U) is saved first
Then data of betab and betae is saved in each pressure level with varying latitude  

zonal winds (U) at 500 mbar
latitude    U
  114.54   55.00      8.270     2.762
  114.54   56.00     10.287     3.549
  114.54   57.00      6.910     0.175
  114.54   58.00      0.865    -5.371
  114.54   59.00      1.367    -5.149
  114.54   60.00      4.059    -2.737
  114.54   61.00      8.443     2.600
  114.54   62.00     12.628     9.294
  114.54   63.00      7.031     7.796
  114.54   64.00     -1.456     4.355
  114.54   65.00      1.000    10.510
  114.54   66.00     -0.452    10.662
  114.54   67.00     -2.138     9.232
  114.54   68.00     -0.294     9.582
  114.54   69.00     -1.553     5.614
  114.54   70.00     -2.171     1.917
  114.54   71.00     -3.907    -1.997
  114.54   72.00     -3.046    -3.074
  114.54   73.00      1.630    -0.674
  114.54   74.00      5.700     1.251
  114.54   75.00     12.183     6.376
  114.54   76.00     13.250     9.387
  114.54   77.00      0.418    -3.214
  114.54   78.00     -6.253    -8.163
  114.54   79.00     -2.498    -3.180
  114.54   80.00     -5.572    -5.786
  114.54   81.00     -4.811    -5.123
  114.54   82.00     -0.987    -1.887
  114.54   83.00      1.867     0.104
  114.54   84.00      7.284     4.434
  114.54   85.00     13.250     8.634
  114.54   86.00     11.965     3.067
  114.54   87.00     13.250     1.739
  114.54   88.00      6.084   -14.062
  114.54   89.00     -1.122   -11.933
  114.54   90.00     -1.228    -1.790

Pressure level 100.025 mbar
pressure latitude     betab     betae
  100.03  -90.00      0.371     0.229
  100.03  -89.00      0.477   -19.236
  100.03  -88.00      3.863    -6.340
  100.03  -87.00      3.710    -4.977
  100.03  -86.00      3.558    -5.079
  100.03  -85.00      1.617    -6.650
  100.03  -84.00      3.105    -3.065
  100.03  -83.00     -3.121    -6.946
  100.03  -82.00     -2.703    -4.501
  100.03  -81.00     -1.567    -2.211
  100.03  -80.00     -2.777    -2.776
  100.03  -79.00     -2.096    -1.696
  100.03  -78.00     -2.115    -0.726
  100.03  -77.00     -1.375     2.066
  100.03  -76.00     -2.225     3.117
  100.03  -75.00     -3.471     1.813
  100.03  -74.00     -3.477    -0.780
  100.03  -73.00      1.235     1.134
  100.03  -72.00      5.849     3.533
  100.03  -71.00     13.250    11.585
  100.03  -70.00     13.250    15.072
  100.03  -69.00      3.826     2.959
  100.03  -68.00     -1.102    -1.810
  100.03  -67.00      0.201    -1.264
  100.03  -66.00     -3.374    -5.266
  100.03  -65.00     -1.415    -2.891
  100.03  -64.00     -1.592    -2.119
  100.03  -63.00     -0.143     0.450
  100.03  -62.00      0.966     2.149
  100.03  -61.00     -1.802    -0.853
  100.03  -60.00     -4.325    -3.604
  100.03  -59.00     -3.125    -2.326
  100.03  -58.00     -1.236    -0.370
  100.03  -57.00      7.908     8.370
  100.03  -56.00     13.250    20.762
  100.03  -55.00     13.250    14.889
  100.03  -54.00      8.328     7.214
  100.03  -53.00      8.113     8.024
  100.03  -52.00      3.385     4.330
  100.03  -51.00     -0.238     0.988
  100.03  -50.00     -1.671    -0.471
  100.03  -49.00     -2.657    -2.079
  100.03  -48.00     -3.248    -3.989
  100.03  -47.00     -3.031    -3.839
  100.03  -46.00      0.187     0.723
  100.03  -45.00      5.818     7.757
  100.03  -44.00     12.049    14.804
  100.03  -43.00     13.250    19.870
  100.03  -42.00     13.250    19.260
  100.03  -41.00      9.136    11.557
  100.03  -40.00      1.273     2.697
  100.03  -39.00      1.755     1.294
  100.03  -38.00     -0.466    -2.011
  100.03  -37.00      0.019    -1.652
  100.03  -36.00     -0.395    -2.334
  100.03  -35.00     -0.344    -2.907
  100.03  -34.00     -0.675    -3.812
  100.03  -33.00      1.225    -1.899
  100.03  -32.00      3.833     1.719
  100.03  -31.00      6.706     5.467
  100.03  -30.00      7.759     6.833
  100.03  -29.00      6.423     6.363
  100.03  -28.00      8.792     9.536
  100.03  -27.00      6.347     7.332
  100.03  -26.00      0.410     1.524
  100.03  -25.00      0.108     1.732
  100.03  -24.00      2.413     4.817
  100.03  -23.00      3.861     7.091
  100.03  -22.00      4.737     8.862
  100.03  -21.00      3.405     8.392
  100.03  -20.00      3.742     9.764
  100.03  -19.00      4.344    11.516
  100.03  -18.00      7.371    15.351
  100.03  -17.00      9.029    17.211
  100.03  -16.00      9.852    16.391
  100.03  -15.00      5.991     9.634
  100.03  -14.00      6.758     7.699
  100.03  -13.00      6.630     4.800
  100.03  -12.00      7.425     2.600
  100.03  -11.00      7.866     0.852
  100.03  -10.00      7.644    -0.134
  100.03   -9.00      7.391     0.351
  100.03   -8.00      7.407     1.964
  100.03   -7.00      6.087     2.294
  100.03   -6.00     -0.514    -3.037
  100.03   -5.00     -2.972    -4.310
  100.03   -4.00     -4.788    -5.402
  100.03   -3.00     -4.677    -4.879
  100.03   -2.00      9.885     9.875
  100.03   -1.00     13.250    32.027
  100.03    0.00     13.250    14.845
  100.03    1.00     13.250    18.376
  100.03    2.00      2.758     2.737
  100.03    3.00     -8.782    -8.942
  100.03    4.00    -10.325   -10.944
  100.03    5.00      7.545     6.687
  100.03    6.00     -0.196    -1.856
  100.03    7.00      8.113     6.001
  100.03    8.00      8.599     6.121
  100.03    9.00      7.890     5.577
  100.03   10.00     10.353     8.861
  100.03   11.00     11.473    11.493
  100.03   12.00      9.306    11.301
  100.03   13.00     10.167    14.062
  100.03   14.00      8.563    14.234
  100.03   15.00      4.687    11.478
  100.03   16.00      6.762    13.653
  100.03   17.00      5.545    11.824
  100.03   18.00      4.746    10.098
  100.03   19.00      4.154     9.147
  100.03   20.00      4.165     9.269
  100.03   21.00      3.763     9.077
  100.03   22.00      3.115     8.454
  100.03   23.00      3.533     8.367
  100.03   24.00      3.262     6.946
  100.03   25.00      2.895     5.287
  100.03   26.00      2.707     4.213
  100.03   27.00      5.682     6.880
  100.03   28.00      5.936     7.439
  100.03   29.00      6.089     8.231
  100.03   30.00      8.882    12.255
  100.03   31.00      5.556    10.748
  100.03   32.00      1.806     8.482
  100.03   33.00      0.648     8.081
  100.03   34.00     -1.264     5.745
  100.03   35.00     -0.861     4.617
  100.03   36.00     -1.404     2.428
  100.03   37.00     -1.809     0.387
  100.03   38.00     -0.311    -0.155
  100.03   39.00      4.035     1.828
  100.03   40.00     10.293     6.432
  100.03   41.00     13.250    11.183
  100.03   42.00     13.250    15.810
  100.03   43.00     13.237    13.156
  100.03   44.00      5.918     8.573
  100.03   45.00     -0.340     3.746
  100.03   46.00      2.924     7.474
  100.03   47.00     -1.964     2.924
  100.03   48.00      0.991     6.029
  100.03   49.00     -1.343     3.971
  100.03   50.00     -1.040     3.206
  100.03   51.00     -1.517     0.578
  100.03   52.00     -0.542    -0.629
  100.03   53.00      1.760    -0.541
  100.03   54.00      5.106     0.648
  100.03   55.00      8.265     1.953
  100.03   56.00     10.198     2.284
  100.03   57.00      6.840    -1.185
  100.03   58.00      0.875    -6.286
  100.03   59.00      1.341    -5.590
  100.03   60.00      3.987    -2.697
  100.03   61.00      8.410     3.543
  100.03   62.00     12.642    11.414
  100.03   63.00      7.075    10.703
  100.03   64.00     -1.378     6.838
  100.03   65.00      1.096    11.686
  100.03   66.00     -0.439     9.929
  100.03   67.00     -2.097     7.258
  100.03   68.00     -0.318     6.542
  100.03   69.00     -1.600     2.652
  100.03   70.00     -2.215    -0.030
  100.03   71.00     -3.882    -2.547
  100.03   72.00     -3.050    -2.369
  100.03   73.00      1.603     1.860
  100.03   74.00      5.715     6.068
  100.03   75.00     12.206    12.483
  100.03   76.00     13.250    14.790
  100.03   77.00      0.448    -0.344
  100.03   78.00     -6.251    -8.304
  100.03   79.00     -2.527    -5.830
  100.03   80.00     -5.645    -9.685
  100.03   81.00     -4.882    -8.116
  100.03   82.00     -1.042    -2.059
  100.03   83.00      1.868     4.111
  100.03   84.00      7.350    12.661
  100.03   85.00     13.250    20.569
  100.03   86.00     11.995    18.431
  100.03   87.00     13.212    19.366
  100.03   88.00      6.326    12.258
  100.03   89.00     -0.559    12.550
  100.03   90.00     -0.665    -0.304

Pressure level 87.3543 mbar
pressure latitude     betab     betae
   87.35  -90.00      0.035    -0.141
   87.35  -89.00      0.140   -22.982
   87.35  -88.00      3.939    -5.849
   87.35  -87.00      3.751    -3.010
   87.35  -86.00      3.562    -2.019
   87.35  -85.00      1.585    -3.177
   87.35  -84.00      3.136    -0.418
   87.35  -83.00     -3.136    -6.030
   87.35  -82.00     -2.732    -5.061
   87.35  -81.00     -1.606    -3.375
   87.35  -80.00     -2.791    -3.866
   87.35  -79.00     -2.119    -2.428
   87.35  -78.00     -2.101    -0.885
   87.35  -77.00     -1.315     2.026
   87.35  -76.00     -2.094     3.090
   87.35  -75.00     -3.394     1.791
   87.35  -74.00     -3.545    -0.469
   87.35  -73.00      1.234     2.155
   87.35  -72.00      5.818     4.929
   87.35  -71.00     13.250    12.995
   87.35  -70.00     13.250    16.038
   87.35  -69.00      3.815     3.044
   87.35  -68.00     -1.093    -2.702
   87.35  -67.00      0.217    -3.167
   87.35  -66.00     -3.391    -8.268
   87.35  -65.00     -1.466    -6.925
   87.35  -64.00     -1.662    -6.850
   87.35  -63.00     -0.168    -4.444
   87.35  -62.00      0.984    -2.439
   87.35  -61.00     -1.856    -4.931
   87.35  -60.00     -4.418    -6.524
   87.35  -59.00     -3.167    -3.069
   87.35  -58.00     -1.200     1.630
   87.35  -57.00      8.033    12.959
   87.35  -56.00     13.250    26.843
   87.35  -55.00     13.250    20.614
   87.35  -54.00      8.346    11.345
   87.35  -53.00      8.123    10.285
   87.35  -52.00      3.395     4.492
   87.35  -51.00     -0.287    -1.038
   87.35  -50.00     -1.729    -4.269
   87.35  -49.00     -2.680    -6.690
   87.35  -48.00     -3.300    -8.211
   87.35  -47.00     -3.105    -6.962
   87.35  -46.00      0.170    -0.922
   87.35  -45.00      5.866     7.772
   87.35  -44.00     12.130    16.145
   87.35  -43.00     13.250    21.650
   87.35  -42.00     13.250    20.862
   87.35  -41.00      9.089    12.669
   87.35  -40.00      1.241     2.959
   87.35  -39.00      1.668     0.627
   87.35  -38.00     -0.478    -2.834
   87.35  -37.00      0.056    -2.469
   87.35  -36.00     -0.362    -3.207
   87.35  -35.00     -0.300    -3.440
   87.35  -34.00     -0.664    -3.830
   87.35  -33.00      1.171    -1.488
   87.35  -32.00      3.845     2.629
   87.35  -31.00      6.727     6.782
   87.35  -30.00      7.679     8.379
   87.35  -29.00      6.450     8.078
   87.35  -28.00      8.889    11.094
   87.35  -27.00      6.409     8.323
   87.35  -26.00      0.368     1.530
   87.35  -25.00     -0.044     0.735
   87.35  -24.00      2.321     3.412
   87.35  -23.00      3.872     5.581
   87.35  -22.00      4.806     7.254
   87.35  -21.00      3.473     6.641
   87.35  -20.00      3.825     7.803
   87.35  -19.00      4.530     9.318
   87.35  -18.00      7.497    12.751
   87.35  -17.00      9.265    14.586
   87.35  -16.00      9.928    13.997
   87.35  -15.00      5.923     7.895
   87.35  -14.00      6.690     6.852
   87.35  -13.00      6.553     4.916
   87.35  -12.00      7.260     3.753
   87.35  -11.00      7.549     2.766
   87.35  -10.00      7.225     2.124
   87.35   -9.00      7.272     2.853
   87.35   -8.00      7.581     4.235
   87.35   -7.00      6.298     3.904
   87.35   -6.00     -0.653    -2.472
   87.35   -5.00     -2.723    -3.905
   87.35   -4.00     -4.924    -5.672
   87.35   -3.00     -5.125    -5.515
   87.35   -2.00      9.649     9.531
   87.35   -1.00     13.250    32.596
   87.35    0.00     13.250    13.548
   87.35    1.00     13.250    19.338
   87.35    2.00      3.511     3.469
   87.35    3.00     -7.767    -7.885
   87.35    4.00    -11.975   -12.368
   87.35    5.00      8.641     8.368
   87.35    6.00     -0.395    -1.012
   87.35    7.00      8.126     7.562
   87.35    8.00      8.616     8.042
   87.35    9.00      7.872     7.487
   87.35   10.00     10.177    10.110
   87.35   11.00     11.367    11.861
   87.35   12.00      9.260    10.461
   87.35   13.00      9.860    11.707
   87.35   14.00      8.462    11.207
   87.35   15.00      4.782     8.368
   87.35   16.00      6.812    10.754
   87.35   17.00      5.693     9.611
   87.35   18.00      4.733     8.421
   87.35   19.00      4.194     8.079
   87.35   20.00      4.231     8.568
   87.35   21.00      3.799     8.464
   87.35   22.00      3.158     7.826
   87.35   23.00      3.555     7.712
   87.35   24.00      3.246     6.407
   87.35   25.00      2.819     4.958
   87.35   26.00      2.623     4.248
   87.35   27.00      5.606     7.398
   87.35   28.00      5.902     8.400
   87.35   29.00      6.058     9.445
   87.35   30.00      8.867    13.341
   87.35   31.00      5.605    11.269
   87.35   32.00      1.898     8.318
   87.35   33.00      0.849     7.364
   87.35   34.00     -1.123     4.324
   87.35   35.00     -0.863     2.693
   87.35   36.00     -1.394     0.534
   87.35   37.00     -1.787    -1.185
   87.35   38.00     -0.349    -1.193
   87.35   39.00      3.852     1.579
   87.35   40.00     10.079     7.455
   87.35   41.00     13.250    13.588
   87.35   42.00     13.250    18.755
   87.35   43.00     13.250    14.919
   87.35   44.00      5.935     8.164
   87.35   45.00     -0.363     1.804
   87.35   46.00      2.905     5.096
   87.35   47.00     -1.885     0.809
   87.35   48.00      1.074     4.222
   87.35   49.00     -1.242     2.254
   87.35   50.00     -1.009     1.551
   87.35   51.00     -1.533    -0.873
   87.35   52.00     -0.572    -1.769
   87.35   53.00      1.724    -1.136
   87.35   54.00      5.101     0.811
   87.35   55.00      8.264     2.566
   87.35   56.00     10.114     2.854
   87.35   57.00      6.770    -0.712
   87.35   58.00      0.876    -5.690
   87.35   59.00      1.311    -4.716
   87.35   60.00      3.925    -1.383
   87.35   61.00      8.396     5.365
   87.35   62.00     12.677    13.323
   87.35   63.00      7.122    11.830
   87.35   64.00     -1.315     6.488
   87.35   65.00      1.175    10.081
   87.35   66.00     -0.437     7.281
   87.35   67.00     -2.073     4.081
   87.35   68.00     -0.349     3.217
   87.35   69.00     -1.649    -0.093
   87.35   70.00     -2.249    -1.638
   87.35   71.00     -3.845    -2.973
   87.35   72.00     -3.049    -1.891
   87.35   73.00      1.577     3.447
   87.35   74.00      5.730     8.807
   87.35   75.00     12.231    15.768
   87.35   76.00     13.250    17.651
   87.35   77.00      0.484     1.376
   87.35   78.00     -6.246    -7.849
   87.35   79.00     -2.560    -6.449
   87.35   80.00     -5.718   -10.900
   87.35   81.00     -4.951    -9.074
   87.35   82.00     -1.096    -1.890
   87.35   83.00      1.865     6.094
   87.35   84.00      7.404    16.414
   87.35   85.00     13.250    25.598
   87.35   86.00     12.028    24.090
   87.35   87.00     13.107    24.391
   87.35   88.00      6.579    19.646
   87.35   89.00      0.051    13.893
   87.35   90.00     -0.055     0.194

Pressure level 76.2886 mbar
pressure latitude     betab     betae
   76.29  -90.00     -0.242   -15.430
   76.29  -89.00     -0.136   -17.708
   76.29  -88.00      4.007    -3.050
   76.29  -87.00      3.786    -1.264
   76.29  -86.00      3.565     0.530
   76.29  -85.00      1.548    -0.786
   76.29  -84.00      3.154     1.459
   76.29  -83.00     -3.159    -5.092
   76.29  -82.00     -2.767    -4.915
   76.29  -81.00     -1.653    -3.594
   76.29  -80.00     -2.806    -4.113
   76.29  -79.00     -2.120    -2.616
   76.29  -78.00     -2.055    -1.133
   76.29  -77.00     -1.240     1.330
   76.29  -76.00     -1.987     1.909
   76.29  -75.00     -3.375     0.456
   76.29  -74.00     -3.642    -1.173
   76.29  -73.00      1.247     2.651
   76.29  -72.00      5.825     6.225
   76.29  -71.00     13.250    14.483
   76.29  -70.00     13.250    16.932
   76.29  -69.00      3.769     3.148
   76.29  -68.00     -1.111    -3.079
   76.29  -67.00      0.248    -3.647
   76.29  -66.00     -3.379    -8.993
   76.29  -65.00     -1.501    -8.096
   76.29  -64.00     -1.731    -8.435
   76.29  -63.00     -0.203    -6.217
   76.29  -62.00      0.991    -4.106
   76.29  -61.00     -1.911    -6.327
   76.29  -60.00     -4.508    -7.442
   76.29  -59.00     -3.207    -3.330
   76.29  -58.00     -1.167     2.156
   76.29  -57.00      8.151    14.505
   76.29  -56.00     13.250    29.476
   76.29  -55.00     13.250    23.607
   76.29  -54.00      8.373    13.774
   76.29  -53.00      8.124    11.607
   76.29  -52.00      3.383     4.495
   76.29  -51.00     -0.346    -2.212
   76.29  -50.00     -1.790    -6.128
   76.29  -49.00     -2.689    -8.449
   76.29  -48.00     -3.299    -9.236
   76.29  -47.00     -3.141    -7.548
   76.29  -46.00      0.158    -1.435
   76.29  -45.00      5.899     7.314
   76.29  -44.00     12.183    15.787
   76.29  -43.00     13.250    21.306
   76.29  -42.00     13.250    20.436
   76.29  -41.00      8.993    12.144
   76.29  -40.00      1.170     2.452
   76.29  -39.00      1.603     0.342
   76.29  -38.00     -0.460    -2.747
   76.29  -37.00      0.092    -2.232
   76.29  -36.00     -0.322    -2.822
   76.29  -35.00     -0.231    -2.746
   76.29  -34.00     -0.619    -2.904
   76.29  -33.00      1.167    -0.528
   76.29  -32.00      3.871     3.466
   76.29  -31.00      6.723     7.461
   76.29  -30.00      7.599     8.997
   76.29  -29.00      6.466     8.685
   76.29  -28.00      8.942    11.572
   76.29  -27.00      6.438     8.614
   76.29  -26.00      0.338     1.482
   76.29  -25.00     -0.171     0.207
   76.29  -24.00      2.244     2.665
   76.29  -23.00      3.914     4.795
   76.29  -22.00      4.912     6.368
   76.29  -21.00      3.591     5.590
   76.29  -20.00      3.944     6.487
   76.29  -19.00      4.727     7.726
   76.29  -18.00      7.600    10.709
   76.29  -17.00      9.366    12.297
   76.29  -16.00      9.894    11.832
   76.29  -15.00      5.872     6.390
   76.29  -14.00      6.565     5.932
   76.29  -13.00      6.354     4.684
   76.29  -12.00      7.010     4.471
   76.29  -11.00      7.172     4.235
   76.29  -10.00      6.845     4.081
   76.29   -9.00      7.283     5.197
   76.29   -8.00      7.864     6.438
   76.29   -7.00      6.398     5.349
   76.29   -6.00     -0.622    -1.647
   76.29   -5.00     -2.509    -3.410
   76.29   -4.00     -4.961    -5.710
   76.29   -3.00     -5.205    -5.686
   76.29   -2.00      9.622     9.438
   76.29   -1.00     13.250    32.215
   76.29    0.00     13.008    13.008
   76.29    1.00     13.250    19.484
   76.29    2.00      4.641     4.587
   76.29    3.00     -6.956    -7.041
   76.29    4.00    -12.910   -13.082
   76.29    5.00      9.120     9.278
   76.29    6.00     -0.149     0.016
   76.29    7.00      8.008     8.468
   76.29    8.00      8.719     9.299
   76.29    9.00      7.862     8.524
   76.29   10.00      9.984    10.604
   76.29   11.00     11.219    11.839
   76.29   12.00      9.148     9.778
   76.29   13.00      9.479    10.070
   76.29   14.00      8.311     9.217
   76.29   15.00      4.827     6.264
   76.29   16.00      6.829     8.674
   76.29   17.00      5.864     8.016
   76.29   18.00      4.775     7.138
   76.29   19.00      4.264     7.139
   76.29   20.00      4.289     7.752
   76.29   21.00      3.808     7.614
   76.29   22.00      3.170     6.966
   76.29   23.00      3.554     6.905
   76.29   24.00      3.240     5.838
   76.29   25.00      2.775     4.671
   76.29   26.00      2.569     4.263
   76.29   27.00      5.541     7.686
   76.29   28.00      5.858     8.874
   76.29   29.00      6.018     9.964
   76.29   30.00      8.842    13.687
   76.29   31.00      5.643    11.254
   76.29   32.00      1.992     7.959
   76.29   33.00      1.062     6.825
   76.29   34.00     -0.969     3.466
   76.29   35.00     -0.848     1.571
   76.29   36.00     -1.367    -0.535
   76.29   37.00     -1.760    -2.047
   76.29   38.00     -0.392    -1.750
   76.29   39.00      3.663     1.463
   76.29   40.00      9.853     8.072
   76.29   41.00     13.250    14.973
   76.29   42.00     13.250    20.319
   76.29   43.00     13.250    15.627
   76.29   44.00      5.936     7.610
   76.29   45.00     -0.385     0.519
   76.29   46.00      2.898     3.689
   76.29   47.00     -1.783    -0.384
   76.29   48.00      1.178     3.130
   76.29   49.00     -1.147     1.055
   76.29   50.00     -0.996     0.354
   76.29   51.00     -1.552    -1.801
   76.29   52.00     -0.604    -2.354
   76.29   53.00      1.688    -1.176
   76.29   54.00      5.095     1.488
   76.29   55.00      8.258     3.793
   76.29   56.00     10.038     4.291
   76.29   57.00      6.708     0.693
   76.29   58.00      0.870    -4.341
   76.29   59.00      1.276    -3.252
   76.29   60.00      3.877     0.399
   76.29   61.00      8.404     7.266
   76.29   62.00     12.727    14.636
   76.29   63.00      7.163    11.727
   76.29   64.00     -1.275     4.856
   76.29   65.00      1.227     7.562
   76.29   66.00     -0.443     4.410
   76.29   67.00     -2.066     1.222
   76.29   68.00     -0.374     0.784
   76.29   69.00     -1.687    -1.811
   76.29   70.00     -2.268    -2.485
   76.29   71.00     -3.797    -3.074
   76.29   72.00     -3.040    -1.563
   76.29   73.00      1.553     4.171
   76.29   74.00      5.733     9.835
   76.29   75.00     12.235    16.823
   76.29   76.00     13.250    18.554
   76.29   77.00      0.522     2.106
   76.29   78.00     -6.232    -7.282
   76.29   79.00     -2.582    -6.018
   76.29   80.00     -5.767   -10.581
   76.29   81.00     -5.000    -8.903
   76.29   82.00     -1.134    -1.752
   76.29   83.00      1.856     6.305
   76.29   84.00      7.432    16.702
   76.29   85.00     13.250    25.850
   76.29   86.00     12.046    24.050
   76.29   87.00     13.012    23.565
   76.29   88.00      6.768    18.894
   76.29   89.00      0.524    10.501
   76.29   90.00      0.418     0.573

Pressure level 66.6252 mbar
pressure latitude     betab     betae
   66.63  -90.00     -0.427   -45.040
   66.63  -89.00     -0.321   -10.759
   66.63  -88.00      4.066    -0.281
   66.63  -87.00      3.817    -1.087
   66.63  -86.00      3.568     1.997
   66.63  -85.00      1.475     0.145
   66.63  -84.00      3.136     2.332
   66.63  -83.00     -3.188    -4.495
   66.63  -82.00     -2.789    -4.478
   66.63  -81.00     -1.693    -3.294
   66.63  -80.00     -2.819    -3.882
   66.63  -79.00     -2.087    -2.458
   66.63  -78.00     -1.979    -1.291
   66.63  -77.00     -1.153     0.577
   66.63  -76.00     -1.916     0.543
   66.63  -75.00     -3.417    -1.149
   66.63  -74.00     -3.758    -2.268
   66.63  -73.00      1.269     2.531
   66.63  -72.00      5.867     6.813
   66.63  -71.00     13.250    15.287
   66.63  -70.00     13.250    17.248
   66.63  -69.00      3.685     3.046
   66.63  -68.00     -1.155    -3.116
   66.63  -67.00      0.296    -3.150
   66.63  -66.00     -3.338    -8.187
   66.63  -65.00     -1.509    -7.307
   66.63  -64.00     -1.786    -7.873
   66.63  -63.00     -0.240    -5.871
   66.63  -62.00      0.988    -3.885
   66.63  -61.00     -1.949    -6.097
   66.63  -60.00     -4.569    -7.274
   66.63  -59.00     -3.235    -3.453
   66.63  -58.00     -1.144     1.640
   66.63  -57.00      8.234    13.855
   66.63  -56.00     13.250    29.184
   66.63  -55.00     13.250    23.824
   66.63  -54.00      8.400    14.159
   66.63  -53.00      8.108    11.710
   66.63  -52.00      3.345     4.236
   66.63  -51.00     -0.406    -2.566
   66.63  -50.00     -1.834    -6.222
   66.63  -49.00     -2.651    -7.946
   66.63  -48.00     -3.218    -8.190
   66.63  -47.00     -3.121    -6.709
   66.63  -46.00      0.156    -1.333
   66.63  -45.00      5.898     6.615
   66.63  -44.00     12.180    14.506
   66.63  -43.00     13.250    19.784
   66.63  -42.00     13.250    18.842
   66.63  -41.00      8.834    10.632
   66.63  -40.00      1.055     1.505
   66.63  -39.00      1.576     0.385
   66.63  -38.00     -0.402    -2.025
   66.63  -37.00      0.124    -1.298
   66.63  -36.00     -0.265    -1.647
   66.63  -35.00     -0.125    -1.371
   66.63  -34.00     -0.530    -1.557
   66.63  -33.00      1.230     0.606
   66.63  -32.00      3.918     4.154
   66.63  -31.00      6.689     7.698
   66.63  -30.00      7.513     9.014
   66.63  -29.00      6.449     8.561
   66.63  -28.00      8.922    11.302
   66.63  -27.00      6.405     8.372
   66.63  -26.00      0.314     1.377
   66.63  -25.00     -0.245     0.075
   66.63  -24.00      2.204     2.483
   66.63  -23.00      3.998     4.626
   66.63  -22.00      5.061     6.100
   66.63  -21.00      3.759     5.131
   66.63  -20.00      4.090     5.728
   66.63  -19.00      4.922     6.697
   66.63  -18.00      7.681     9.280
   66.63  -17.00      9.344    10.565
   66.63  -16.00      9.765    10.194
   66.63  -15.00      5.848     5.370
   66.63  -14.00      6.392     5.220
   66.63  -13.00      6.065     4.376
   66.63  -12.00      6.708     4.782
   66.63  -11.00      6.757     4.951
   66.63  -10.00      6.518     5.169
   66.63   -9.00      7.375     6.689
   66.63   -8.00      8.148     7.910
   66.63   -7.00      6.212     6.063
   66.63   -6.00     -0.621    -0.966
   66.63   -5.00     -2.389    -2.894
   66.63   -4.00     -4.864    -5.403
   66.63   -3.00     -4.692    -5.083
   66.63   -2.00     10.244    10.081
   66.63   -1.00     13.250    30.851
   66.63    0.00     12.983    12.983
   66.63    1.00     13.250    18.989
   66.63    2.00      6.297     6.265
   66.63    3.00     -6.232    -6.250
   66.63    4.00    -13.242   -13.200
   66.63    5.00      8.824     9.231
   66.63    6.00      0.474     1.081
   66.63    7.00      7.625     8.534
   66.63    8.00      8.859     9.878
   66.63    9.00      7.825     8.806
   66.63   10.00      9.790    10.561
   66.63   11.00     11.036    11.584
   66.63   12.00      8.988     9.297
   66.63   13.00      9.082     9.121
   66.63   14.00      8.164     8.248
   66.63   15.00      4.858     5.242
   66.63   16.00      6.833     7.564
   66.63   17.00      6.071     7.209
   66.63   18.00      4.867     6.382
   66.63   19.00      4.346     6.424
   66.63   20.00      4.318     6.934
   66.63   21.00      3.772     6.673
   66.63   22.00      3.143     6.041
   66.63   23.00      3.535     6.118
   66.63   24.00      3.251     5.362
   66.63   25.00      2.773     4.488
   66.63   26.00      2.557     4.278
   66.63   27.00      5.484     7.729
   66.63   28.00      5.797     8.853
   66.63   29.00      5.952     9.816
   66.63   30.00      8.789    13.371
   66.63   31.00      5.660    10.792
   66.63   32.00      2.087     7.485
   66.63   33.00      1.286     6.520
   66.63   34.00     -0.789     3.269
   66.63   35.00     -0.797     1.421
   66.63   36.00     -1.308    -0.568
   66.63   37.00     -1.724    -2.048
   66.63   38.00     -0.436    -1.759
   66.63   39.00      3.477     1.452
   66.63   40.00      9.613     8.138
   66.63   41.00     13.250    15.177
   66.63   42.00     13.250    20.440
   66.63   43.00     13.250    15.377
   66.63   44.00      5.930     7.047
   66.63   45.00     -0.384    -0.029
   66.63   46.00      2.918     3.279
   66.63   47.00     -1.653    -0.617
   66.63   48.00      1.299     2.825
   66.63   49.00     -1.061     0.501
   66.63   50.00     -1.001    -0.288
   66.63   51.00     -1.572    -2.193
   66.63   52.00     -0.632    -2.442
   66.63   53.00      1.654    -0.862
   66.63   54.00      5.086     2.301
   66.63   55.00      8.240     5.056
   66.63   56.00      9.969     5.888
   66.63   57.00      6.657     2.360
   66.63   58.00      0.859    -2.802
   66.63   59.00      1.240    -1.718
   66.63   60.00      3.846     2.025
   66.63   61.00      8.430     8.596
   66.63   62.00     12.782    15.047
   66.63   63.00      7.187    10.784
   66.63   64.00     -1.259     2.818
   66.63   65.00      1.251     5.062
   66.63   66.00     -0.454     2.054
   66.63   67.00     -2.068    -0.737
   66.63   68.00     -0.382    -0.459
   66.63   69.00     -1.706    -2.409
   66.63   70.00     -2.268    -2.585
   66.63   71.00     -3.741    -2.946
   66.63   72.00     -3.015    -1.434
   66.63   73.00      1.533     4.134
   66.63   74.00      5.710     9.539
   66.63   75.00     12.201    16.354
   66.63   76.00     13.250    18.211
   66.63   77.00      0.561     2.203
   66.63   78.00     -6.203    -6.691
   66.63   79.00     -2.580    -5.019
   66.63   80.00     -5.774    -9.392
   66.63   81.00     -5.010    -8.056
   66.63   82.00     -1.143    -1.644
   66.63   83.00      1.845     5.379
   66.63   84.00      7.429    14.812
   66.63   85.00     13.250    23.405
   66.63   86.00     12.030    21.369
