betae (β_e) in 2009 and 2011 
Latitude is planetocentric and pressure unit is mbar
Unit of betae is 1e-12 1/(s*m) 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude  betae(2009)  betae(2011)  
  171.95  -42.00      9.911     9.861
  171.95  -41.00      4.359     7.012
  171.95  -40.00     -0.554     3.314
  171.95  -39.00      3.342     6.710
  171.95  -38.00      3.514     6.708
  171.95  -37.00      5.259     8.406
  171.95  -36.00      4.548     7.039
  171.95  -35.00      3.878     5.400
  171.95  -34.00      3.846     3.716
  171.95  -33.00      5.803     4.305
  171.95  -32.00      6.770     5.297
  171.95  -31.00      6.980     5.721
  171.95  -30.00      5.631     4.625
  171.95  -29.00      2.178     2.257
  171.95  -28.00      3.809     4.686
  171.95  -27.00      2.936     3.720
  171.95  -26.00     -0.398     0.098
  171.95  -25.00      1.030     1.010
  171.95  -24.00      4.121     3.505
  171.95  -23.00      5.776     5.169
  171.95  -22.00      6.478     6.552
  171.95  -21.00      5.229     5.886
  171.95  -20.00      5.367     6.016
  171.95  -19.00      4.820     5.142
  171.95  -18.00      6.596     6.610
  171.95  -17.00      6.298     6.132
  171.95  -16.00      7.599     7.917
  171.95  -15.00      4.398     4.890
  171.95  -14.00      5.061     4.841
  171.95  -13.00      5.513     5.304
  171.95  -12.00      7.614     7.405
  171.95  -11.00      8.573     7.564
  171.95  -10.00      6.661     6.004
  171.95   -9.00      4.277     3.828
  171.95   -8.00      4.647     3.542
  171.95   -7.00      2.809     3.546
  171.95   -6.00      1.960     4.655
  171.95   -5.00      1.357     4.780
  171.95   -4.00      0.944     2.858
  171.95   -3.00      1.342     0.397
  171.95   -2.00      5.322     2.793
  171.95   -1.00      8.383     4.221
  171.95    0.00     10.475     8.964
  171.95    1.00     12.141    17.705
  171.95    2.00      5.958     8.081
  171.95    3.00     -4.449    -4.044
  171.95    4.00      1.019     2.513
  171.95    5.00     -0.715    -0.509
  171.95    6.00      1.273     2.515
  171.95    7.00      4.201     5.790
  171.95    8.00      5.570     7.335
  171.95    9.00      5.021     5.960
  171.95   10.00      7.578     6.337
  171.95   11.00      9.869     7.909
  171.95   12.00      9.149     6.760
  171.95   13.00     12.402     9.597
  171.95   14.00     12.310     9.940
  171.95   15.00      8.833     6.423
  171.95   16.00     10.619     8.148
  171.95   17.00      9.157     6.985
  171.95   18.00      9.240     7.628
  171.95   19.00      7.870     6.716
  171.95   20.00      7.307     7.011
  171.95   21.00      6.758     7.461
  171.95   22.00      5.761     6.869
  171.95   23.00      5.860     6.218
  171.95   24.00      5.852     4.486
  171.95   25.00      5.799     2.541
  171.95   26.00      4.825     0.323
  171.95   27.00      6.555     1.556
  171.95   28.00      6.015     1.415
  171.95   29.00      6.434     3.444
  171.95   30.00     10.226     9.646
  171.95   31.00      8.477    10.170
  171.95   32.00      6.200     8.708
  171.95   33.00      5.168     7.211
  171.95   34.00      3.280     5.050
  171.95   35.00      3.191     5.424
  171.95   36.00      1.232     3.905
  171.95   37.00     -0.453     1.941
  171.95   38.00     -0.541     0.295
  171.95   39.00      0.844    -0.072
  171.95   40.00      3.037     1.627
  171.95   41.00      4.965     4.205
  171.95   42.00      7.704     8.576
  171.95   43.00      4.327     7.676
  171.95   44.00      0.383     5.618
  171.95   45.00     -3.106     2.200
  171.95   46.00      2.107     6.850
  171.95   47.00     -1.581     3.073
  171.95   48.00      3.232     7.437
  171.95   49.00      3.783     6.843
  171.95   50.00      6.590     8.282
  171.95   51.00      6.223     6.490
  171.95   52.00      3.932     3.738
  171.95   53.00      1.955     2.356
  171.95   54.00      2.323     3.356
  171.95   55.00      4.522     4.904
  171.95   56.00      8.361     6.399
  171.95   57.00      7.186     2.998
  171.95   58.00      2.506    -2.509
  171.95   59.00      3.203    -1.540
  171.95   60.00      3.252    -0.316
  171.95   61.00      3.196     2.084
  171.95   62.00      3.897     7.468
  171.95   63.00     -1.446     7.772
  171.95   64.00     -5.340     7.022
  171.95   65.00      2.251    13.187
  171.95   66.00      3.415     9.692
  171.95   67.00      2.370     3.210
  171.95   68.00      3.886     0.601
  171.95   69.00      2.033    -2.882
  171.95   70.00      0.028    -3.962
  171.95   71.00     -4.116    -6.838
  171.95   72.00     -6.033    -9.038
  171.95   73.00     -5.436    -7.940
  171.95   74.00     -5.724    -4.831
  171.95   75.00     -0.598     4.095
  171.95   76.00      4.892    10.074
  171.95   77.00     -2.950    -1.420
  171.95   78.00     -2.140    -4.446
  171.95   79.00      7.516     1.892
  171.95   80.00      7.810     0.973
  171.95   81.00      7.491     5.844
  171.95   82.00      3.264    11.888
  171.95   83.00     -6.656    10.999
  171.95   84.00    -15.310     3.904
  171.95   85.00    -22.038    -9.725
  171.95   86.00    -25.078   -25.901
  171.95   87.00    -23.490   -40.252
  171.95   88.00    -24.925   -46.000
  171.95   89.00    -26.315   -46.000
  171.95   90.00     -1.231    -5.625

Pressure level 150.1636 mbar
pressure latitude  betae(2009)  betae(2011)  
  150.16  -90.00    -46.000   -46.000
  150.16  -89.00     16.850    10.567
  150.16  -88.00     12.672     5.282
  150.16  -87.00     -3.254   -11.957
  150.16  -86.00      5.178     2.543
  150.16  -85.00      0.594    -1.273
  150.16  -84.00      2.853     0.252
  150.16  -83.00     -2.121    -7.230
  150.16  -82.00     -0.096    -6.785
  150.16  -81.00      1.838    -4.192
  150.16  -80.00      0.455    -3.165
  150.16  -79.00      0.508     0.696
  150.16  -78.00     -0.605     3.725
  150.16  -77.00     -1.018     5.955
  150.16  -76.00     -2.477     5.836
  150.16  -75.00     -3.500     4.835
  150.16  -74.00     -3.278     1.983
  150.16  -73.00      0.404    -0.152
  150.16  -72.00      3.956    -1.552
  150.16  -71.00     11.391     3.758
  150.16  -70.00     14.179     7.457
  150.16  -69.00      2.812    -1.598
  150.16  -68.00      0.112    -2.678
  150.16  -67.00      3.456     0.904
  150.16  -66.00      1.227    -1.774
  150.16  -65.00      3.867     0.221
  150.16  -64.00      4.090     0.633
  150.16  -63.00      5.588     3.456
  150.16  -62.00      7.027     6.637
  150.16  -61.00      5.632     6.530
  150.16  -60.00      3.211     5.227
  150.16  -59.00      1.612     4.011
  150.16  -58.00     -1.372     0.369
  150.16  -57.00      1.820     2.660
  150.16  -56.00     11.466    11.409
  150.16  -55.00      7.276     6.819
  150.16  -54.00      3.798     3.696
  150.16  -53.00      7.969     8.643
  150.16  -52.00      7.131     8.463
  150.16  -51.00      7.060     8.330
  150.16  -50.00      7.826     8.661
  150.16  -49.00      8.637     9.296
  150.16  -48.00      8.656     9.281
  150.16  -47.00      6.778     7.024
  150.16  -46.00      4.992     3.749
  150.16  -45.00      4.264     1.272
  150.16  -44.00      5.767     2.466
  150.16  -43.00      8.488     6.290
  150.16  -42.00      8.561     8.710
  150.16  -41.00      3.822     6.630
  150.16  -40.00     -0.494     3.424
  150.16  -39.00      3.377     6.978
  150.16  -38.00      3.427     6.987
  150.16  -37.00      5.329     8.714
  150.16  -36.00      5.061     7.595
  150.16  -35.00      4.625     6.423
  150.16  -34.00      4.323     5.165
  150.16  -33.00      5.611     5.655
  150.16  -32.00      5.904     5.978
  150.16  -31.00      5.527     5.648
  150.16  -30.00      3.979     3.968
  150.16  -29.00      0.748     1.395
  150.16  -28.00      2.759     4.052
  150.16  -27.00      2.425     3.465
  150.16  -26.00     -0.244     0.103
  150.16  -25.00      1.775     1.143
  150.16  -24.00      5.233     3.825
  150.16  -23.00      7.211     5.891
  150.16  -22.00      8.313     7.754
  150.16  -21.00      7.356     7.612
  150.16  -20.00      7.670     8.083
  150.16  -19.00      7.459     7.433
  150.16  -18.00      9.557     8.816
  150.16  -17.00      9.566     8.121
  150.16  -16.00     10.723     9.593
  150.16  -15.00      6.968     6.123
  150.16  -14.00      6.756     5.463
  150.16  -13.00      6.288     5.357
  150.16  -12.00      7.355     6.723
  150.16  -11.00      7.312     6.153
  150.16  -10.00      4.714     4.274
  150.16   -9.00      2.240     2.454
  150.16   -8.00      3.189     2.812
  150.16   -7.00      1.912     3.372
  150.16   -6.00      1.484     4.960
  150.16   -5.00      1.473     5.739
  150.16   -4.00      0.889     3.252
  150.16   -3.00      1.042     0.109
  150.16   -2.00      5.329     2.713
  150.16   -1.00      8.380     3.555
  150.16    0.00     11.343     9.733
  150.16    1.00     14.795    22.326
  150.16    2.00      7.091     9.769
  150.16    3.00     -5.208    -5.255
  150.16    4.00      1.336     3.005
  150.16    5.00     -1.338    -1.474
  150.16    6.00      0.619     1.997
  150.16    7.00      2.882     4.950
  150.16    8.00      3.845     6.434
  150.16    9.00      3.020     4.870
  150.16   10.00      5.900     5.307
  150.16   11.00      9.493     7.658
  150.16   12.00     10.434     7.521
  150.16   13.00     14.598    10.796
  150.16   14.00     15.288    11.693
  150.16   15.00     11.907     8.380
  150.16   16.00     13.014     9.882
  150.16   17.00     11.097     9.168
  150.16   18.00     10.664    10.119
  150.16   19.00      8.736     8.730
  150.16   20.00      7.605     8.220
  150.16   21.00      6.778     7.999
  150.16   22.00      5.654     6.559
  150.16   23.00      5.922     5.604
  150.16   24.00      6.317     4.504
  150.16   25.00      6.296     3.304
  150.16   26.00      5.093     1.410
  150.16   27.00      6.561     2.557
  150.16   28.00      5.828     2.098
  150.16   29.00      6.037     3.782
  150.16   30.00      9.807     9.817
  150.16   31.00      8.418    10.452
  150.16   32.00      6.569     9.102
  150.16   33.00      5.835     7.266
  150.16   34.00      4.126     4.663
  150.16   35.00      4.130     5.042
  150.16   36.00      2.162     3.917
  150.16   37.00      0.502     2.579
  150.16   38.00      0.527     1.408
  150.16   39.00      2.255     1.085
  150.16   40.00      4.843     2.292
  150.16   41.00      6.574     3.856
  150.16   42.00      8.600     7.428
  150.16   43.00      4.703     6.603
  150.16   44.00      0.871     5.212
  150.16   45.00     -2.104     2.771
  150.16   46.00      3.758     8.198
  150.16   47.00      0.378     4.432
  150.16   48.00      5.024     8.098
  150.16   49.00      5.100     6.862
  150.16   50.00      7.073     8.072
  150.16   51.00      6.138     6.760
  150.16   52.00      3.812     4.369
  150.16   53.00      1.851     2.862
  150.16   54.00      2.214     3.451
  150.16   55.00      4.241     4.238
  150.16   56.00      7.505     4.932
  150.16   57.00      5.652     0.867
  150.16   58.00      0.162    -5.642
  150.16   59.00      0.187    -5.668
  150.16   60.00      0.503    -4.688
  150.16   61.00      1.661    -1.256
  150.16   62.00      4.042     6.572
  150.16   63.00      0.230    10.013
  150.16   64.00     -2.333    11.579
  150.16   65.00      5.963    18.233
  150.16   66.00      7.070    13.838
  150.16   67.00      5.414     5.570
  150.16   68.00      6.029     1.237
  150.16   69.00      3.060    -2.894
  150.16   70.00      0.297    -3.485
  150.16   71.00     -3.982    -5.417
  150.16   72.00     -5.705    -6.765
  150.16   73.00     -5.117    -5.774
  150.16   74.00     -5.816    -3.974
  150.16   75.00     -1.596     3.671
  150.16   76.00      3.078     9.338
  150.16   77.00     -5.077    -0.932
  150.16   78.00     -3.970    -1.594
  150.16   79.00      5.941     6.603
  150.16   80.00      6.313     6.843
  150.16   81.00      6.200    11.779
  150.16   82.00      2.394    15.332
  150.16   83.00     -7.269    10.095
  150.16   84.00    -16.718    -0.093
  150.16   85.00    -26.756   -14.543
  150.16   86.00    -36.175   -30.155
  150.16   87.00    -42.267   -42.353
  150.16   88.00    -46.000   -46.000
  150.16   89.00    -46.000   -46.000
  150.16   90.00     -3.542    -3.014

Pressure level 131.1449 mbar
pressure latitude  betae(2009)  betae(2011)  
  131.14  -90.00    -37.926   -46.000
  131.14  -89.00     10.601    -3.992
  131.14  -88.00      7.170    -2.021
  131.14  -87.00     -0.596    -8.422
  131.14  -86.00      0.799     1.906
  131.14  -85.00     -2.473     0.463
  131.14  -84.00      0.154     1.494
  131.14  -83.00     -3.653    -7.390
  131.14  -82.00     -0.748    -8.155
  131.14  -81.00      1.894    -5.851
  131.14  -80.00      0.803    -5.335
  131.14  -79.00      0.401    -1.992
  131.14  -78.00     -1.216     0.891
  131.14  -77.00     -1.583     2.763
  131.14  -76.00     -2.917     2.032
  131.14  -75.00     -4.065     0.827
  131.14  -74.00     -3.634    -0.306
  131.14  -73.00      0.637     0.674
  131.14  -72.00      4.727     2.046
  131.14  -71.00     12.639     8.709
  131.14  -70.00     15.524    11.908
  131.14  -69.00      3.972     1.310
  131.14  -68.00      0.784    -1.208
  131.14  -67.00      3.570     1.465
  131.14  -66.00      1.116    -1.659
  131.14  -65.00      3.953     0.544
  131.14  -64.00      4.497     1.328
  131.14  -63.00      6.115     4.262
  131.14  -62.00      7.482     7.304
  131.14  -61.00      5.918     7.019
  131.14  -60.00      3.505     5.618
  131.14  -59.00      2.064     4.723
  131.14  -58.00     -1.064     1.397
  131.14  -57.00      1.756     3.547
  131.14  -56.00     11.163    12.093
  131.14  -55.00      6.943     7.419
  131.14  -54.00      3.357     4.036
  131.14  -53.00      7.578     8.698
  131.14  -52.00      7.048     8.266
  131.14  -51.00      7.269     7.977
  131.14  -50.00      8.347     8.396
  131.14  -49.00      9.391     9.465
  131.14  -48.00      9.325    10.286
  131.14  -47.00      7.235     8.663
  131.14  -46.00      5.132     5.290
  131.14  -45.00      3.930     2.297
  131.14  -44.00      5.364     3.129
  131.14  -43.00      8.473     6.765
  131.14  -42.00      9.068     8.978
  131.14  -41.00      4.905     6.590
  131.14  -40.00      0.600     2.959
  131.14  -39.00      3.507     5.987
  131.14  -38.00      2.567     5.572
  131.14  -37.00      4.062     7.139
  131.14  -36.00      3.952     6.441
  131.14  -35.00      3.646     5.916
  131.14  -34.00      2.898     4.985
  131.14  -33.00      3.731     5.483
  131.14  -32.00      4.273     5.930
  131.14  -31.00      4.522     6.084
  131.14  -30.00      3.767     4.908
  131.14  -29.00      1.388     2.523
  131.14  -28.00      3.803     5.107
  131.14  -27.00      3.488     4.313
  131.14  -26.00      0.733     0.788
  131.14  -25.00      2.706     1.844
  131.14  -24.00      6.167     4.708
  131.14  -23.00      8.321     6.980
  131.14  -22.00      9.823     9.008
  131.14  -21.00      9.246     9.195
  131.14  -20.00      9.972    10.075
  131.14  -19.00     10.310     9.899
  131.14  -18.00     12.855    11.481
  131.14  -17.00     13.337    10.590
  131.14  -16.00     14.631    11.547
  131.14  -15.00     10.548     7.549
  131.14  -14.00      9.175     6.190
  131.14  -13.00      6.956     5.241
  131.14  -12.00      5.974     5.524
  131.14  -11.00      4.334     4.110
  131.14  -10.00      1.186     2.218
  131.14   -9.00     -0.760     1.144
  131.14   -8.00      1.249     2.103
  131.14   -7.00      0.793     3.119
  131.14   -6.00      0.999     5.307
  131.14   -5.00      1.662     6.894
  131.14   -4.00      0.713     3.573
  131.14   -3.00      0.404    -0.567
  131.14   -2.00      4.977     2.154
  131.14   -1.00      7.959     2.033
  131.14    0.00     12.198    10.218
  131.14    1.00     18.334    28.271
  131.14    2.00      8.629    11.724
  131.14    3.00     -5.960    -6.867
  131.14    4.00      2.012     3.770
  131.14    5.00     -1.765    -2.553
  131.14    6.00      0.443     1.647
  131.14    7.00      2.335     4.456
  131.14    8.00      3.200     6.121
  131.14    9.00      2.329     4.575
  131.14   10.00      5.514     5.167
  131.14   11.00      9.809     8.104
  131.14   12.00     11.550     8.672
  131.14   13.00     15.992    12.025
  131.14   14.00     17.052    13.031
  131.14   15.00     13.829     9.572
  131.14   16.00     14.487    10.610
  131.14   17.00     12.324    10.389
  131.14   18.00     11.771    12.075
  131.14   19.00      9.557    10.457
  131.14   20.00      8.009     9.124
  131.14   21.00      7.082     8.276
  131.14   22.00      5.864     6.020
  131.14   23.00      6.124     4.811
  131.14   24.00      6.678     4.433
  131.14   25.00      6.556     4.168
  131.14   26.00      5.247     3.073
  131.14   27.00      6.791     4.747
  131.14   28.00      6.263     4.425
  131.14   29.00      6.666     5.706
  131.14   30.00     10.678    10.978
  131.14   31.00      9.582    10.764
  131.14   32.00      7.648     8.468
  131.14   33.00      6.750     5.929
  131.14   34.00      5.100     3.210
  131.14   35.00      5.151     3.790
  131.14   36.00      3.134     3.122
  131.14   37.00      1.307     2.502
  131.14   38.00      1.149     2.208
  131.14   39.00      3.104     2.851
  131.14   40.00      6.240     4.833
  131.14   41.00      8.331     6.687
  131.14   42.00     10.287     9.947
  131.14   43.00      5.981     7.851
  131.14   44.00      1.828     4.921
  131.14   45.00     -1.022     2.185
  131.14   46.00      5.206     8.061
  131.14   47.00      2.106     4.232
  131.14   48.00      6.499     7.270
  131.14   49.00      5.881     5.402
  131.14   50.00      6.887     6.398
  131.14   51.00      5.542     5.898
  131.14   52.00      3.477     4.587
  131.14   53.00      1.934     3.785
  131.14   54.00      2.553     4.706
  131.14   55.00      4.110     5.291
  131.14   56.00      6.088     5.412
  131.14   57.00      3.142     0.949
  131.14   58.00     -3.048    -6.155
  131.14   59.00     -3.169    -6.421
  131.14   60.00     -1.875    -4.626
  131.14   61.00      1.282     0.234
  131.14   62.00      5.978     8.823
  131.14   63.00      3.756    11.537
  131.14   64.00      1.216    11.328
  131.14   65.00      8.745    17.456
  131.14   66.00      9.218    14.168
  131.14   67.00      7.044     6.841
  131.14   68.00      7.178     2.988
  131.14   69.00      3.738    -0.456
  131.14   70.00      0.901    -0.136
  131.14   71.00     -2.961    -1.237
  131.14   72.00     -4.123    -1.385
  131.14   73.00     -2.747     0.439
  131.14   74.00     -2.596     1.424
  131.14   75.00      1.652     7.121
  131.14   76.00      5.254    10.962
  131.14   77.00     -4.994     0.032
  131.14   78.00     -6.307    -0.501
  131.14   79.00      1.689     8.486
  131.14   80.00      1.505     9.630
  131.14   81.00      2.500    13.586
  131.14   82.00      1.206    13.986
  131.14   83.00     -5.265     5.735
  131.14   84.00    -11.577    -4.440
  131.14   85.00    -19.872   -14.913
  131.14   86.00    -29.355   -22.534
  131.14   87.00    -37.141   -23.063
  131.14   88.00    -46.000   -10.740
  131.14   89.00    -46.000    22.251
  131.14   90.00     -4.277     0.934

Pressure level 114.5378 mbar
pressure latitude  betae(2009)  betae(2011)  
  114.54  -90.00      0.928   -46.000
  114.54  -89.00     -5.717   -17.284
  114.54  -88.00     -2.705    -6.347
  114.54  -87.00     -2.369    -9.408
  114.54  -86.00     -3.186     1.672
  114.54  -85.00     -4.555     1.323
  114.54  -84.00     -1.324     3.103
  114.54  -83.00     -5.198    -5.940
  114.54  -82.00     -2.568    -7.099
  114.54  -81.00      0.051    -5.370
  114.54  -80.00     -0.781    -6.040
  114.54  -79.00     -0.943    -4.264
  114.54  -78.00     -2.013    -2.705
  114.54  -77.00     -1.539    -1.783
  114.54  -76.00     -2.298    -3.121
  114.54  -75.00     -3.331    -4.196
  114.54  -74.00     -2.618    -2.681
  114.54  -73.00      2.249     2.804
  114.54  -72.00      6.831     7.828
  114.54  -71.00     15.026    15.893
  114.54  -70.00     17.666    18.084
  114.54  -69.00      5.383     5.207
  114.54  -68.00      1.188     0.787
  114.54  -67.00      2.897     2.409
  114.54  -66.00     -0.320    -1.138
  114.54  -65.00      2.260     1.223
  114.54  -64.00      2.798     1.998
  114.54  -63.00      4.362     4.344
  114.54  -62.00      5.508     6.399
  114.54  -61.00      3.464     5.209
  114.54  -60.00      1.071     3.327
  114.54  -59.00      0.978     3.284
  114.54  -58.00      0.183     2.089
  114.54  -57.00      5.287     6.527
  114.54  -56.00     15.522    16.234
  114.54  -55.00     10.219    10.894
  114.54  -54.00      4.729     5.848
  114.54  -53.00      7.496     8.903
  114.54  -52.00      6.063     7.093
  114.54  -51.00      5.437     5.671
  114.54  -50.00      5.705     5.244
  114.54  -49.00      5.933     5.823
  114.54  -48.00      5.542     7.157
  114.54  -47.00      4.213     7.109
  114.54  -46.00      4.010     6.174
  114.54  -45.00      4.930     5.500
  114.54  -44.00      7.587     7.117
  114.54  -43.00     11.019    10.165
  114.54  -42.00     11.571    11.093
  114.54  -41.00      7.194     7.158
  114.54  -40.00      2.086     2.057
  114.54  -39.00      3.310     3.916
  114.54  -38.00      0.905     2.793
  114.54  -37.00      1.718     4.130
  114.54  -36.00      1.587     3.914
  114.54  -35.00      1.373     3.932
  114.54  -34.00      0.327     3.090
  114.54  -33.00      1.279     3.778
  114.54  -32.00      2.955     5.162
  114.54  -31.00      4.693     6.735
  114.54  -30.00      5.203     6.776
  114.54  -29.00      3.763     4.875
  114.54  -28.00      6.322     7.183
  114.54  -27.00      5.461     5.745
  114.54  -26.00      1.918     1.723
  114.54  -25.00      3.270     2.653
  114.54  -24.00      6.399     5.545
  114.54  -23.00      8.479     7.732
  114.54  -22.00     10.102     9.529
  114.54  -21.00      9.702     9.668
  114.54  -20.00     10.760    10.760
  114.54  -19.00     11.544    11.013
  114.54  -18.00     14.348    12.928
  114.54  -17.00     15.133    11.995
  114.54  -16.00     16.646    12.546
  114.54  -15.00     12.755     8.312
  114.54  -14.00     10.836     6.717
  114.54  -13.00      7.204     5.319
  114.54  -12.00      4.339     4.759
  114.54  -11.00      1.378     2.737
  114.54  -10.00     -1.906     1.088
  114.54   -9.00     -2.960     0.740
  114.54   -8.00      0.071     1.865
  114.54   -7.00      0.215     3.012
  114.54   -6.00      0.919     5.731
  114.54   -5.00      2.099     8.100
  114.54   -4.00      0.492     3.656
  114.54   -3.00     -0.520    -1.769
  114.54   -2.00      4.308     0.994
  114.54   -1.00      7.194    -0.310
  114.54    0.00     13.052    10.407
  114.54    1.00     22.587    35.149
  114.54    2.00     10.513    13.789
  114.54    3.00     -6.697    -8.865
  114.54    4.00      3.001     4.659
  114.54    5.00     -1.924    -3.676
  114.54    6.00      0.936     1.574
  114.54    7.00      2.994     4.552
  114.54    8.00      4.364     6.747
  114.54    9.00      3.859     5.472
  114.54   10.00      7.087     6.174
  114.54   11.00     10.747     9.111
  114.54   12.00     11.610     9.611
  114.54   13.00     15.215    12.422
  114.54   14.00     15.941    12.974
  114.54   15.00     12.949     9.048
  114.54   16.00     13.634     9.501
  114.54   17.00     11.724     9.721
  114.54   18.00     11.692    12.412
  114.54   19.00      9.723    10.962
  114.54   20.00      8.125     9.168
  114.54   21.00      7.350     8.083
  114.54   22.00      6.087     5.386
  114.54   23.00      6.120     4.029
  114.54   24.00      6.552     4.154
  114.54   25.00      6.253     4.634
  114.54   26.00      5.054     4.461
  114.54   27.00      7.043     6.977
  114.54   28.00      7.063     7.062
  114.54   29.00      7.983     7.967
  114.54   30.00     12.329    12.238
  114.54   31.00     11.183    10.666
  114.54   32.00      8.476     6.786
  114.54   33.00      6.880     3.468
  114.54   34.00      5.220     1.043
  114.54   35.00      5.413     1.942
  114.54   36.00      3.522     1.617
  114.54   37.00      1.680     1.631
  114.54   38.00      1.378     2.453
  114.54   39.00      3.663     4.909
  114.54   40.00      7.614     8.756
  114.54   41.00     10.596    12.005
  114.54   42.00     13.012    15.298
  114.54   43.00      8.332    10.883
  114.54   44.00      3.291     4.768
  114.54   45.00     -0.099     0.462
  114.54   46.00      5.988     6.157
  114.54   47.00      2.969     2.330
  114.54   48.00      7.018     5.159
  114.54   49.00      5.613     2.923
  114.54   50.00      5.755     3.717
  114.54   51.00      4.205     3.979
  114.54   52.00      2.674     4.126
  114.54   53.00      1.968     4.727
  114.54   54.00      3.114     6.663
  114.54   55.00      4.307     7.684
  114.54   56.00      5.019     7.745
  114.54   57.00      1.068     3.295
  114.54   58.00     -5.515    -3.746
  114.54   59.00     -5.268    -3.449
  114.54   60.00     -2.565    -0.108
  114.54   61.00      2.764     5.814
  114.54   62.00      9.496    13.033
  114.54   63.00      7.911    11.457
  114.54   64.00      3.792     6.168
  114.54   65.00      9.329    10.601
  114.54   66.00      8.910     9.767
  114.54   67.00      6.602     5.874
  114.54   68.00      6.771     4.766
  114.54   69.00      3.524     3.168
  114.54   70.00      1.258     4.251
  114.54   71.00     -1.743     3.279
  114.54   72.00     -2.072     3.894
  114.54   73.00      0.677     6.886
  114.54   74.00      2.505     7.798
  114.54   75.00      7.490    11.901
  114.54   76.00     10.039    13.414
  114.54   77.00     -3.001     0.343
  114.54   78.00     -7.943    -2.403
  114.54   79.00     -3.035     5.836
  114.54   80.00     -4.354     7.183
  114.54   81.00     -1.991    10.128
  114.54   82.00      0.314     8.973
  114.54   83.00     -1.049     0.651
  114.54   84.00     -1.722    -6.666
  114.54   85.00     -4.617   -10.446
  114.54   86.00     -8.613    -7.807
  114.54   87.00    -11.358     1.288
  114.54   88.00    -21.639    35.654
  114.54   89.00    -13.597    46.000
  114.54   90.00     -1.852     2.070

Pressure level 100.025 mbar
pressure latitude  betae(2009)  betae(2011)  
  100.03  -90.00      0.535   -42.656
  100.03  -89.00    -19.749   -16.031
  100.03  -88.00     -7.777    -3.694
  100.03  -87.00     -4.024    -1.792
  100.03  -86.00     -3.076     2.627
  100.03  -85.00     -3.434     2.719
  100.03  -84.00     -0.258     4.163
  100.03  -83.00     -5.356    -3.858
  100.03  -82.00     -3.857    -4.683
  100.03  -81.00     -1.836    -3.343
  100.03  -80.00     -2.596    -4.965
  100.03  -79.00     -2.162    -4.582
  100.03  -78.00     -2.325    -4.377
  100.03  -77.00     -1.088    -4.223
  100.03  -76.00     -1.447    -5.789
  100.03  -75.00     -2.483    -6.601
  100.03  -74.00     -1.613    -3.681
  100.03  -73.00      3.680     4.089
  100.03  -72.00      8.637    11.088
  100.03  -71.00     16.948    20.102
  100.03  -70.00     19.204    21.868
  100.03  -69.00      6.040     7.621
  100.03  -68.00      0.825     1.908
  100.03  -67.00      1.506     2.804
  100.03  -66.00     -2.507    -0.943
  100.03  -65.00     -0.332     1.512
  100.03  -64.00      0.026     2.093
  100.03  -63.00      1.504     3.592
  100.03  -62.00      2.483     4.414
  100.03  -61.00      0.070     2.120
  100.03  -60.00     -2.207    -0.308
  100.03  -59.00     -0.781     0.548
  100.03  -58.00      1.322     1.896
  100.03  -57.00      9.599     9.537
  100.03  -56.00     21.404    21.178
  100.03  -55.00     15.097    15.287
  100.03  -54.00      7.159     8.152
  100.03  -53.00      7.732     9.012
  100.03  -52.00      4.649     5.343
  100.03  -51.00      2.543     2.473
  100.03  -50.00      1.463     0.939
  100.03  -49.00      0.613     0.693
  100.03  -48.00      0.148     2.234
  100.03  -47.00      0.153     3.783
  100.03  -46.00      2.570     5.905
  100.03  -45.00      6.411     8.572
  100.03  -44.00     10.677    11.758
  100.03  -43.00     14.299    14.442
  100.03  -42.00     14.385    13.930
  100.03  -41.00      9.209     8.030
  100.03  -40.00      2.944     1.089
  100.03  -39.00      2.698     1.685
  100.03  -38.00     -0.734     0.008
  100.03  -37.00     -0.350     1.307
  100.03  -36.00     -0.495     1.513
  100.03  -35.00     -0.629     1.844
  100.03  -34.00     -1.665     0.932
  100.03  -33.00     -0.198     1.912
  100.03  -32.00      2.648     4.324
  100.03  -31.00      5.612     7.183
  100.03  -30.00      7.030     8.267
  100.03  -29.00      6.132     6.826
  100.03  -28.00      8.605     8.874
  100.03  -27.00      7.050     6.762
  100.03  -26.00      2.545     2.205
  100.03  -25.00      3.120     2.953
  100.03  -24.00      5.849     5.769
  100.03  -23.00      7.732     7.732
  100.03  -22.00      9.208     9.129
  100.03  -21.00      8.714     8.981
  100.03  -20.00      9.829    10.011
  100.03  -19.00     10.711    10.385
  100.03  -18.00     13.412    12.470
  100.03  -17.00     14.152    11.614
  100.03  -16.00     15.731    12.068
  100.03  -15.00     12.315     8.058
  100.03  -14.00     10.728     6.904
  100.03  -13.00      6.964     5.839
  100.03  -12.00      3.708     5.071
  100.03  -11.00      0.624     2.811
  100.03  -10.00     -2.357     1.420
  100.03   -9.00     -2.756     1.451
  100.03   -8.00      0.625     2.213
  100.03   -7.00      0.699     3.123
  100.03   -6.00      1.470     6.176
  100.03   -5.00      2.820     9.166
  100.03   -4.00      0.255     3.388
  100.03   -3.00     -1.656    -3.503
  100.03   -2.00      3.404    -0.726
  100.03   -1.00      6.252    -3.210
  100.03    0.00     13.956    10.435
