Cassini CIRS temperature and derived zonal winds  
Latitude is planetocentric, pressure unit is mbar, and wind & uncertainty unit is m/s
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude  temperature  wind   wind-uncertainty
  225.45   69.00     88.102   -11.502     2.642
  225.45   70.00     88.047   -11.352     2.683
  225.45   71.00     88.004    -8.456     3.534
  225.45   72.00     87.929    -0.525     2.975
  225.45   73.00     87.896    11.970     3.227
  225.45   74.00     87.985    32.050     2.815
  225.45   75.00     88.199    73.397     2.438
  225.45   76.00     88.435    78.896     2.407
  225.45   77.00     88.597    35.800     3.402
  225.45   78.00     88.582    13.543     2.477
  225.45   79.00     88.488    10.208     2.074
  225.45   80.00     88.310    11.236     2.580
  225.45   81.00     88.089    22.511     2.266
  225.45   82.00     87.856    33.559     3.422
  225.45   83.00     87.768    42.015     3.931
  225.45   84.00     87.781    65.383     2.011
  225.45   85.00     87.969    95.871     1.148
  225.45   86.00     88.507    88.464     1.091
  225.45   87.00     88.777    46.139     2.139
  225.45   88.00     89.259    16.571     1.960
  225.45   89.00     89.904     8.080     2.173
  225.45   90.00     90.580     0.000     1.681

Pressure level 196.8947 mbar
pressure latitude  temperature  wind   wind-uncertainty
  196.89  -90.00     92.600    -6.760     3.195
  196.89  -89.00     92.768   100.153     2.093
  196.89  -88.00     93.099   145.397     1.826
  196.89  -87.00     93.093   142.530     2.580
  196.89  -86.00     93.021   129.056     2.456
  196.89  -85.00     92.645   112.629     2.728
  196.89  -84.00     92.430    85.594     2.022
  196.89  -83.00     92.295    55.382     2.563
  196.89  -82.00     92.296    39.536     1.634
  196.89  -81.00     92.317    26.608     2.494
  196.89  -80.00     92.100    15.681     2.437
  196.89  -79.00     92.158     6.560     1.820
  196.89  -78.00     92.248     3.121     2.280
  196.89  -77.00     92.563     0.116     2.308
  196.89  -76.00     92.608     1.180     2.324
  196.89  -75.00     92.710     4.170     3.937
  196.89  -74.00     92.944    10.300     2.636
  196.89  -73.00     92.991    20.276     3.029
  196.89  -72.00     93.012    41.707     3.164
  196.89  -71.00     92.966    83.913     2.434
  196.89  -70.00     92.863    86.622     2.555
  196.89  -69.00     92.772    44.532     2.331
  196.89  -68.00     92.771    19.101     2.616
  196.89  -67.00     92.868     1.600     3.473
  196.89  -66.00     93.013    -7.505     2.216
  196.89  -65.00     93.155   -13.117     2.894
  196.89  -64.00     93.286   -15.719     2.728
  196.89  -63.00     93.518   -12.941     3.416
  196.89  -62.00     93.631    -6.949     2.153
  196.89  -61.00     93.822    -0.619     2.077
  196.89  -60.00     94.053     7.637     3.358
  196.89  -59.00     94.285    15.170     3.497
  196.89  -58.00     94.480    26.405     4.950
  196.89  -57.00     94.493    84.183     4.305
  196.89  -56.00     94.189   139.333     2.883
  196.89  -55.00     93.716   133.950     3.890
  196.89  -54.00     93.248   113.201     5.017
  196.89  -53.00     93.191    95.120     4.092
  196.89  -52.00     93.297    73.436     2.955
  196.89  -51.00     93.467    52.771     3.734
  196.89  -50.00     93.717    36.313     3.832
  196.89  -49.00     94.128    27.914     3.177
  196.89  -48.00     94.602    26.101     3.189
  196.89  -47.00     95.038    33.361     3.008
  196.89  -46.00     95.358    47.917     4.316
  196.89  -45.00     95.379    69.862     3.321
  196.89  -44.00     95.113    98.708     3.000
  196.89  -43.00     94.725   123.613     4.378
  196.89  -42.00     94.324   125.794     3.645
  196.89  -41.00     93.920    86.030     2.100
  196.89  -40.00     93.733    50.866     3.003
  196.89  -39.00     93.909    25.925     3.655
  196.89  -38.00     94.155    10.693     3.606
  196.89  -37.00     94.380    -0.899     4.891
  196.89  -36.00     94.634    -6.200     4.975
  196.89  -35.00     94.896   -10.170     4.203
  196.89  -34.00     95.134    -9.459     3.760
  196.89  -33.00     95.447     2.528     4.482
  196.89  -32.00     95.586    21.575     3.917
  196.89  -31.00     95.566    44.369     3.551
  196.89  -30.00     95.456    52.020     4.452
  196.89  -29.00     95.241    60.820     3.949
  196.89  -28.00     94.965    77.929     4.511
  196.89  -27.00     94.647    75.281     4.917
  196.89  -26.00     94.530    62.267     4.130
  196.89  -25.00     94.699    63.256     3.633
  196.89  -24.00     94.962    78.142     6.272
  196.89  -23.00     95.211    99.554     3.373
  196.89  -22.00     95.513   114.911     5.916
  196.89  -21.00     95.873   130.577     3.445
  196.89  -20.00     96.226   142.163     9.413
  196.89  -19.00     96.579   163.731     6.132
  196.89  -18.00     96.946   184.176     7.054
  196.89  -17.00     97.454   212.183     6.111
  196.89  -16.00     97.939   229.727     8.620
  196.89  -15.00     98.244   242.869     7.573
  196.89  -14.00     98.344   253.870    10.041
  196.89  -13.00     98.187   267.321     9.359
  196.89  -12.00     97.748   284.566    10.341
  196.89  -11.00     96.924   301.173    14.615
  196.89  -10.00     95.900   310.165    14.752
  196.89   -9.00     94.565   315.627    10.139
  196.89   -8.00     93.333   312.437    15.956
  196.89   -7.00     92.187   305.294    15.721
  196.89   -6.00     91.206   294.327    14.649
  196.89   -5.00     90.484   283.209    15.748
  196.89   -4.00     90.008   272.690    38.738
  196.89   -3.00     89.734   263.724    39.574
  196.89   -2.00     89.586   281.489    41.693
  196.89   -1.00     89.501   366.107    42.862
  196.89    0.00     89.465   388.021    42.898
  196.89    1.00     89.494   351.320    42.935
  196.89    2.00     89.625   270.483    41.876
  196.89    3.00     89.863   253.493    40.458
  196.89    4.00     90.201   276.793    37.936
  196.89    5.00     90.648   296.638    33.402
  196.89    6.00     91.220   315.661    32.951
  196.89    7.00     91.892   333.854    19.397
  196.89    8.00     92.579   340.231    14.287
  196.89    9.00     93.269   338.730    16.429
  196.89   10.00     93.763   343.200    16.341
  196.89   11.00     93.987   333.819    12.483
  196.89   12.00     93.828   320.721    11.112
  196.89   13.00     93.511   311.835     8.866
  196.89   14.00     92.914   278.502     8.514
  196.89   15.00     92.172   252.435     6.602
  196.89   16.00     91.475   232.330     9.922
  196.89   17.00     90.817   214.875    10.262
  196.89   18.00     90.268   195.606     6.154
  196.89   19.00     89.905   175.232     6.852
  196.89   20.00     89.668   156.083     6.163
  196.89   21.00     89.431   134.716     9.247
  196.89   22.00     89.244   118.375     6.147
  196.89   23.00     89.053   104.127     4.625
  196.89   24.00     88.845    93.102     4.943
  196.89   25.00     88.586    79.856     5.982
  196.89   26.00     88.397    74.582     7.192
  196.89   27.00     88.338    73.426     3.948
  196.89   28.00     88.344    61.249     4.174
  196.89   29.00     88.372    58.896     4.761
  196.89   30.00     88.366    55.078     5.757
  196.89   31.00     88.166    33.982     4.784
  196.89   32.00     87.805    11.318     4.597
  196.89   33.00     87.398    -9.043     6.971
  196.89   34.00     86.968   -15.678     4.873
  196.89   35.00     86.563   -12.947     2.903
  196.89   36.00     86.263    -6.126     3.575
  196.89   37.00     86.050     3.580     5.072
  196.89   38.00     85.839    22.889     4.790
  196.89   39.00     85.718    51.469     5.740
  196.89   40.00     85.783    82.295     2.850
  196.89   41.00     86.074   120.106     2.623
  196.89   42.00     86.549   133.150     2.958
  196.89   43.00     86.966   117.713     3.962
  196.89   44.00     87.167    67.952     2.784
  196.89   45.00     87.187    46.736     5.668
  196.89   46.00     87.072    25.574     2.578
  196.89   47.00     86.929    15.786     2.670
  196.89   48.00     86.802     6.577     3.075
  196.89   49.00     86.622    -0.153     4.692
  196.89   50.00     86.420    -2.030     3.944
  196.89   51.00     86.160     3.073     2.391
  196.89   52.00     85.902    13.703     1.996
  196.89   53.00     85.802    29.139     2.889
  196.89   54.00     85.834    47.223     2.237
  196.89   55.00     85.974    69.840     1.679
  196.89   56.00     86.126    88.944     1.512
  196.89   57.00     86.257    84.747     3.262
  196.89   58.00     86.363    69.692     1.516
  196.89   59.00     86.469    61.546     2.438
  196.89   60.00     86.587    65.577     2.354
  196.89   61.00     86.703    84.039     3.376
  196.89   62.00     86.827    95.327     2.654
  196.89   63.00     87.106    63.042     3.142
  196.89   64.00     87.228    31.027     2.597
  196.89   65.00     87.080    18.345     2.565
  196.89   66.00     86.747     3.722     3.159
  196.89   67.00     86.432    -4.139     2.879
  196.89   68.00     86.218    -8.359     2.890
  196.89   69.00     86.123   -11.207     2.816
  196.89   70.00     86.078   -11.261     2.912
  196.89   71.00     86.051    -8.410     3.663
  196.89   72.00     85.971    -0.405     3.063
  196.89   73.00     85.911    12.004     3.417
  196.89   74.00     85.973    31.778     3.082
  196.89   75.00     86.183    72.853     2.723
  196.89   76.00     86.433    78.481     2.580
  196.89   77.00     86.624    35.699     3.605
  196.89   78.00     86.621    13.642     2.728
  196.89   79.00     86.524    10.441     2.364
  196.89   80.00     86.353    11.566     3.117
  196.89   81.00     86.142    22.824     2.783
  196.89   82.00     85.900    33.663     3.708
  196.89   83.00     85.808    41.841     4.288
  196.89   84.00     85.818    65.051     2.370
  196.89   85.00     86.024    95.429     1.416
  196.89   86.00     86.584    87.972     1.295
  196.89   87.00     86.931    45.608     2.485
  196.89   88.00     87.415    15.990     2.801
  196.89   89.00     87.967     7.560     2.356
  196.89   90.00     88.533    -0.010     2.337

Pressure level 171.9485 mbar
pressure latitude  temperature  wind   wind-uncertainty
  171.95  -90.00     92.671    -6.770     3.337
  171.95  -89.00     92.458   100.007     2.255
  171.95  -88.00     92.523   145.326     2.039
  171.95  -87.00     92.536   142.437     2.702
  171.95  -86.00     92.404   128.722     2.514
  171.95  -85.00     91.947   112.080     2.766
  171.95  -84.00     91.720    85.172     2.320
  171.95  -83.00     91.581    55.334     2.594
  171.95  -82.00     91.546    39.728     1.783
  171.95  -81.00     91.567    26.761     2.892
  171.95  -80.00     91.391    15.875     2.883
  171.95  -79.00     91.434     6.667     2.151
  171.95  -78.00     91.484     3.138     2.584
  171.95  -77.00     91.791     0.147     2.497
  171.95  -76.00     91.851     1.323     2.522
  171.95  -75.00     91.903     4.106     4.015
  171.95  -74.00     92.165    10.191     2.687
  171.95  -73.00     92.171    20.202     3.095
  171.95  -72.00     92.167    41.772     3.181
  171.95  -71.00     92.124    83.947     2.535
  171.95  -70.00     92.048    86.499     2.867
  171.95  -69.00     91.988    44.362     2.462
  171.95  -68.00     92.007    19.032     2.823
  171.95  -67.00     92.084     1.694     3.594
  171.95  -66.00     92.175    -7.295     2.276
  171.95  -65.00     92.267   -12.852     3.353
  171.95  -64.00     92.384   -15.403     3.098
  171.95  -63.00     92.647   -12.629     3.633
  171.95  -62.00     92.791    -6.635     2.258
  171.95  -61.00     92.960    -0.250     2.459
  171.95  -60.00     93.151     8.055     3.561
  171.95  -59.00     93.358    15.526     4.082
  171.95  -58.00     93.526    26.636     5.392
  171.95  -57.00     93.511    84.026     4.410
  171.95  -56.00     93.213   138.728     2.915
  171.95  -55.00     92.780   133.350     4.003
  171.95  -54.00     92.339   112.837     5.271
  171.95  -53.00     92.250    94.971     4.274
  171.95  -52.00     92.340    73.438     3.122
  171.95  -51.00     92.492    52.995     3.908
  171.95  -50.00     92.724    36.994     4.398
  171.95  -49.00     93.112    28.986     3.431
  171.95  -48.00     93.530    27.167     3.618
  171.95  -47.00     93.890    34.138     3.404
  171.95  -46.00     94.156    48.257     4.341
  171.95  -45.00     94.159    69.637     3.488
  171.95  -44.00     93.915    98.095     3.067
  171.95  -43.00     93.588   122.890     4.408
  171.95  -42.00     93.231   124.849     3.824
  171.95  -41.00     92.894    85.122     2.220
  171.95  -40.00     92.799    50.524     3.119
  171.95  -39.00     92.980    26.212     4.198
  171.95  -38.00     93.160    11.026     3.718
  171.95  -37.00     93.294    -0.540     5.014
  171.95  -36.00     93.487    -5.596     5.022
  171.95  -35.00     93.754    -9.539     4.577
  171.95  -34.00     93.980    -8.902     4.231
  171.95  -33.00     94.190     2.949     4.591
  171.95  -32.00     94.246    21.669     4.073
  171.95  -31.00     94.209    44.037     3.724
  171.95  -30.00     94.091    51.496     4.591
  171.95  -29.00     93.897    60.286     4.000
  171.95  -28.00     93.680    77.195     4.778
  171.95  -27.00     93.471    74.586     5.654
  171.95  -26.00     93.398    62.360     4.255
  171.95  -25.00     93.554    64.111     3.745
  171.95  -24.00     93.805    79.258     6.474
  171.95  -23.00     94.035   100.857     4.011
  171.95  -22.00     94.362   116.584     7.073
  171.95  -21.00     94.749   132.241     4.410
  171.95  -20.00     95.133   143.918    12.242
  171.95  -19.00     95.512   165.716     7.008
  171.95  -18.00     95.902   187.405     7.234
  171.95  -17.00     96.480   215.919     7.841
  171.95  -16.00     97.062   232.358     8.907
  171.95  -15.00     97.415   243.972     9.334
  171.95  -14.00     97.550   253.697    10.804
  171.95  -13.00     97.470   265.501     9.448
  171.95  -12.00     97.114   280.018    10.646
  171.95  -11.00     96.352   293.772    14.945
  171.95  -10.00     95.346   300.947    15.113
  171.95   -9.00     94.027   304.618    10.316
  171.95   -8.00     92.845   300.266    16.014
  171.95   -7.00     91.764   292.273    15.932
  171.95   -6.00     90.877   281.515    15.014
  171.95   -5.00     90.275   271.911    18.346
  171.95   -4.00     89.907   263.340    39.721
  171.95   -3.00     89.717   256.614    40.717
  171.95   -2.00     89.619   293.237    42.725
  171.95   -1.00     89.553   373.250    45.036
  171.95    0.00     89.502   388.375    44.948
  171.95    1.00     89.482   354.558    44.861
  171.95    2.00     89.523   273.254    44.114
  171.95    3.00     89.633   242.866    42.227
  171.95    4.00     89.813   266.218    39.420
  171.95    5.00     90.088   286.321    35.208
  171.95    6.00     90.494   305.006    34.558
  171.95    7.00     91.026   324.317    20.681
  171.95    8.00     91.605   332.329    14.754
  171.95    9.00     92.206   333.773    16.907
  171.95   10.00     92.631   340.983    18.411
  171.95   11.00     92.810   333.842    13.318
  171.95   12.00     92.640   322.435    11.528
  171.95   13.00     92.356   314.879     9.939
  171.95   14.00     91.836   283.079     8.903
  171.95   15.00     91.152   257.321     7.340
  171.95   16.00     90.489   237.154    10.976
  171.95   17.00     89.874   218.708    10.827
  171.95   18.00     89.317   198.193     6.558
  171.95   19.00     88.905   177.060     7.440
  171.95   20.00     88.647   157.552     6.849
  171.95   21.00     88.394   136.080    10.195
  171.95   22.00     88.210   119.818     6.493
  171.95   23.00     88.041   105.562     5.747
  171.95   24.00     87.820    94.186     6.008
  171.95   25.00     87.552    80.620     7.087
  171.95   26.00     87.362    74.926     7.386
  171.95   27.00     87.288    73.505     4.607
  171.95   28.00     87.262    61.262     4.459
  171.95   29.00     87.259    58.690     4.878
  171.95   30.00     87.214    55.136     5.947
  171.95   31.00     86.974    34.605     4.911
  171.95   32.00     86.590    12.438     4.691
  171.95   33.00     86.184    -7.488     7.320
  171.95   34.00     85.748   -14.131     5.319
  171.95   35.00     85.327   -11.685     3.259
  171.95   36.00     85.003    -5.206     3.690
  171.95   37.00     84.750     4.256     5.385
  171.95   38.00     84.530    23.202     5.484
  171.95   39.00     84.422    51.268     5.821
  171.95   40.00     84.483    81.590     3.243
  171.95   41.00     84.740   118.842     2.671
  171.95   42.00     85.150   131.834     3.331
  171.95   43.00     85.506   117.096     4.460
  171.95   44.00     85.685    68.294     2.967
  171.95   45.00     85.708    47.380     5.867
  171.95   46.00     85.587    26.251     2.980
  171.95   47.00     85.421    16.303     3.215
  171.95   48.00     85.260     7.072     3.210
  171.95   49.00     85.040     0.331     4.881
  171.95   50.00     84.824    -1.663     4.189
  171.95   51.00     84.591     3.356     2.739
  171.95   52.00     84.361    13.919     2.166
  171.95   53.00     84.276    29.122     3.141
  171.95   54.00     84.294    47.000     2.435
  171.95   55.00     84.398    69.516     2.016
  171.95   56.00     84.568    88.572     1.794
  171.95   57.00     84.739    84.510     3.627
  171.95   58.00     84.883    69.501     1.746
  171.95   59.00     85.052    61.236     2.705
  171.95   60.00     85.258    65.227     2.394
  171.95   61.00     85.436    83.817     3.447
  171.95   62.00     85.530    95.113     2.684
  171.95   63.00     85.681    62.861     3.256
  171.95   64.00     85.714    31.010     2.870
  171.95   65.00     85.536    18.588     2.596
  171.95   66.00     85.199     4.097     3.295
  171.95   67.00     84.878    -3.647     3.091
  171.95   68.00     84.632    -7.852     2.949
  171.95   69.00     84.514   -10.902     2.835
  171.95   70.00     84.462   -11.180     2.948
  171.95   71.00     84.421    -8.354     3.706
  171.95   72.00     84.329    -0.295     3.204
  171.95   73.00     84.241    12.030     3.647
  171.95   74.00     84.258    31.526     3.520
  171.95   75.00     84.417    72.359     2.888
  171.95   76.00     84.632    78.095     2.790
  171.95   77.00     84.806    35.588     3.662
  171.95   78.00     84.790    13.710     2.886
  171.95   79.00     84.725    10.623     2.525
  171.95   80.00     84.594    11.815     3.260
  171.95   81.00     84.412    23.057     3.180
  171.95   82.00     84.184    33.707     3.872
  171.95   83.00     84.110    41.697     4.344
  171.95   84.00     84.128    64.829     2.637
  171.95   85.00     84.322    95.087     1.930
  171.95   86.00     84.815    87.520     1.818
  171.95   87.00     85.160    45.027     2.646
  171.95   88.00     85.517    15.359     3.016
  171.95   89.00     85.806     7.029     2.460
  171.95   90.00     86.082    -0.020     2.817

Pressure level 150.1636 mbar
pressure latitude  temperature  wind   wind-uncertainty
  150.16  -90.00     92.975    -6.780     3.458
  150.16  -89.00     92.268    99.580     2.587
  150.16  -88.00     92.007   145.106     2.370
  150.16  -87.00     92.023   142.304     2.866
  150.16  -86.00     91.823   128.277     2.680
  150.16  -85.00     91.228   111.390     2.816
  150.16  -84.00     90.985    84.629     2.600
  150.16  -83.00     90.836    55.217     2.706
  150.16  -82.00     90.752    39.861     1.957
  150.16  -81.00     90.742    26.914     3.423
  150.16  -80.00     90.560    16.078     3.254
  150.16  -79.00     90.567     6.754     2.409
  150.16  -78.00     90.548     3.106     2.922
  150.16  -77.00     90.828     0.178     3.177
  150.16  -76.00     90.919     1.586     2.773
  150.16  -75.00     90.944     4.183     4.248
  150.16  -74.00     91.312    10.152     2.721
  150.16  -73.00     91.318    20.098     3.206
  150.16  -72.00     91.319    41.677     3.247
  150.16  -71.00     91.308    83.831     2.571
  150.16  -70.00     91.297    86.318     3.057
  150.16  -69.00     91.284    44.203     2.506
  150.16  -68.00     91.328    18.954     2.838
  150.16  -67.00     91.381     1.698     3.631
  150.16  -66.00     91.413    -7.226     2.439
  150.16  -65.00     91.444   -12.718     3.527
  150.16  -64.00     91.519   -15.187     3.132
  150.16  -63.00     91.760   -12.336     3.782
  150.16  -62.00     91.903    -6.331     2.333
  150.16  -61.00     92.039     0.058     2.822
  150.16  -60.00     92.164     8.383     3.816
  150.16  -59.00     92.292    15.780     4.287
  150.16  -58.00     92.384    26.795     5.450
  150.16  -57.00     92.352    83.857     4.459
  150.16  -56.00     92.153   138.175     3.449
  150.16  -55.00     91.874   132.800     4.333
  150.16  -54.00     91.529   112.504     5.356
  150.16  -53.00     91.431    94.884     4.385
  150.16  -52.00     91.486    73.471     3.330
  150.16  -51.00     91.590    53.141     3.971
  150.16  -50.00     91.767    37.516     5.020
  150.16  -49.00     92.070    29.758     3.750
  150.16  -48.00     92.367    27.813     3.919
  150.16  -47.00     92.585    34.573     3.750
  150.16  -46.00     92.741    48.484     4.552
  150.16  -45.00     92.741    69.530     4.393
  150.16  -44.00     92.581    97.750     3.455
  150.16  -43.00     92.357   122.458     4.466
  150.16  -42.00     92.075   124.227     3.927
  150.16  -41.00     91.832    84.587     2.508
  150.16  -40.00     91.846    50.345     3.467
  150.16  -39.00     92.034    26.309     5.053
  150.16  -38.00     92.149    11.110     4.076
  150.16  -37.00     92.182    -0.309     5.307
  150.16  -36.00     92.291    -5.072     5.273
  150.16  -35.00     92.529    -9.061     4.826
  150.16  -34.00     92.712    -8.677     5.347
  150.16  -33.00     92.790     3.019     4.792
  150.16  -32.00     92.775    21.729     4.229
  150.16  -31.00     92.757    43.812     3.862
  150.16  -30.00     92.659    51.011     5.242
  150.16  -29.00     92.517    59.882     4.084
  150.16  -28.00     92.393    76.822     4.892
  150.16  -27.00     92.326    74.266     5.728
  150.16  -26.00     92.324    62.517     4.329
  150.16  -25.00     92.464    64.826     3.934
  150.16  -24.00     92.680    80.214     6.663
  150.16  -23.00     92.876   102.054     5.982
  150.16  -22.00     93.203   118.247     7.720
  150.16  -21.00     93.577   133.961     4.888
  150.16  -20.00     93.957   145.741    12.885
  150.16  -19.00     94.341   167.643     7.227
  150.16  -18.00     94.722   190.606     7.662
  150.16  -17.00     95.292   219.986    10.413
  150.16  -16.00     95.885   235.198     9.090
  150.16  -15.00     96.221   244.871     9.546
  150.16  -14.00     96.352   253.448    11.317
  150.16  -13.00     96.324   264.041     9.810
  150.16  -12.00     96.045   276.320    10.756
  150.16  -11.00     95.383   287.353    15.619
  150.16  -10.00     94.446   292.375    15.419
  150.16   -9.00     93.248   294.272    11.253
  150.16   -8.00     92.222   289.156    16.594
  150.16   -7.00     91.295   280.755    16.746
  150.16   -6.00     90.568   270.636    15.663
  150.16   -5.00     90.116   262.679    24.559
  150.16   -4.00     89.864   255.797    43.190
  150.16   -3.00     89.751   250.793    44.031
  150.16   -2.00     89.687   307.651    45.952
  150.16   -1.00     89.628   377.896    49.443
  150.16    0.00     89.561   388.687    48.353
  150.16    1.00     89.502   358.473    47.264
  150.16    2.00     89.464   281.148    46.866
  150.16    3.00     89.454   235.928    43.914
  150.16    4.00     89.477   258.553    41.206
  150.16    5.00     89.569   278.800    37.790
  150.16    6.00     89.778   296.864    36.794
  150.16    7.00     90.112   316.816    22.095
  150.16    8.00     90.510   326.047    15.429
  150.16    9.00     90.948   329.779    17.297
  150.16   10.00     91.227   339.152    18.884
  150.16   11.00     91.317   334.046    13.941
  150.16   12.00     91.160   324.008    12.166
  150.16   13.00     90.944   317.428    11.184
  150.16   14.00     90.571   287.063    10.092
  150.16   15.00     90.019   261.780     7.636
  150.16   16.00     89.459   241.674    12.122
  150.16   17.00     88.957   222.233    12.213
  150.16   18.00     88.442   200.514     7.021
  150.16   19.00     88.010   178.821     7.968
  150.16   20.00     87.742   159.139     7.176
  150.16   21.00     87.479   137.633    10.278
  150.16   22.00     87.284   121.447     6.721
  150.16   23.00     87.123   107.135     6.881
  150.16   24.00     86.898    95.302     7.000
  150.16   25.00     86.655    81.327     8.236
  150.16   26.00     86.492    75.233     7.549
  150.16   27.00     86.405    73.675     5.152
  150.16   28.00     86.338    61.464     5.042
  150.16   29.00     86.285    58.714     4.979
  150.16   30.00     86.169    55.383     6.070
  150.16   31.00     85.854    35.323     5.130
  150.16   32.00     85.443    13.631     4.736
  150.16   33.00     85.065    -5.828     7.401
  150.16   34.00     84.649   -12.544     5.621
  150.16   35.00     84.239   -10.520     3.634
  150.16   36.00     83.904    -4.404     3.914
  150.16   37.00     83.618     4.872     5.569
  150.16   38.00     83.399    23.458     6.049
  150.16   39.00     83.316    51.002     5.988
  150.16   40.00     83.389    80.870     3.424
  150.16   41.00     83.612   117.671     2.711
  150.16   42.00     83.920   130.739     3.375
  150.16   43.00     84.174   116.685     4.499
  150.16   44.00     84.318    68.698     3.162
  150.16   45.00     84.354    48.002     6.170
  150.16   46.00     84.251    26.886     3.158
  150.16   47.00     84.083    16.780     3.423
  150.16   48.00     83.895     7.556     3.623
  150.16   49.00     83.652     0.895     5.242
  150.16   50.00     83.439    -1.226     4.270
  150.16   51.00     83.244     3.599     2.906
  150.16   52.00     83.059    14.016     2.259
  150.16   53.00     82.996    29.026     3.246
  150.16   54.00     82.989    46.788     2.766
  150.16   55.00     83.032    69.153     2.500
  150.16   56.00     83.208    88.052     2.803
  150.16   57.00     83.426    84.122     3.900
  150.16   58.00     83.626    69.249     1.913
  150.16   59.00     83.849    60.895     2.873
  150.16   60.00     84.108    64.807     2.420
  150.16   61.00     84.311    83.524     3.490
  150.16   62.00     84.363    94.930     2.702
  150.16   63.00     84.368    62.827     3.314
  150.16   64.00     84.311    31.251     3.356
  150.16   65.00     84.130    18.970     2.733
  150.16   66.00     83.827     4.552     3.487
  150.16   67.00     83.531    -3.134     3.290
  150.16   68.00     83.267    -7.365     3.524
  150.16   69.00     83.125   -10.647     2.989
  150.16   70.00     83.047   -11.109     2.958
  150.16   71.00     82.968    -8.278     3.784
  150.16   72.00     82.860    -0.195     3.367
  150.16   73.00     82.747    12.045     3.911
  150.16   74.00     82.707    31.354     4.054
  150.16   75.00     82.779    72.017     3.341
  150.16   76.00     82.921    77.840     2.878
  150.16   77.00     83.037    35.505     3.689
  150.16   78.00     82.982    13.748     3.049
  150.16   79.00     82.969    10.715     2.547
  150.16   80.00     82.899    11.934     3.289
  150.16   81.00     82.757    23.150     3.271
  150.16   82.00     82.570    33.672     3.904
  150.16   83.00     82.535    41.603     4.505
  150.16   84.00     82.577    64.776     2.779
  150.16   85.00     82.736    94.945     2.278
  150.16   86.00     83.083    87.229     2.397
  150.16   87.00     83.320    44.555     2.892
  150.16   88.00     83.440    14.868     3.051
  150.16   89.00     83.328     6.649     2.508
  150.16   90.00     83.173    -0.030     3.008

Pressure level 131.1449 mbar
pressure latitude  temperature  wind   wind-uncertainty
  131.14  -90.00     92.996    -6.790     3.531
  131.14  -89.00     91.864    98.813     2.951
  131.14  -88.00     91.317   144.715     2.621
  131.14  -87.00     91.326   142.151     2.923
  131.14  -86.00     91.074   127.772     2.973
  131.14  -85.00     90.375   110.651     2.974
  131.14  -84.00     90.146    84.038     2.644
  131.14  -83.00     90.008    55.009     2.891
  131.14  -82.00     89.883    39.844     2.180
  131.14  -81.00     89.829    26.988     3.534
  131.14  -80.00     89.603    16.222     3.326
  131.14  -79.00     89.584     6.772     2.818
  131.14  -78.00     89.513     3.024     3.301
  131.14  -77.00     89.782     0.230     3.479
  131.14  -76.00     89.920     2.018     2.889
  131.14  -75.00     89.953     4.499     4.567
  131.14  -74.00     90.460    10.263     3.051
  131.14  -73.00     90.490    19.993     3.412
  131.14  -72.00     90.513    41.422     3.304
  131.14  -71.00     90.546    83.586     2.628
  131.14  -70.00     90.606    86.107     3.301
  131.14  -69.00     90.633    44.084     2.772
  131.14  -68.00     90.691    18.886     2.980
  131.14  -67.00     90.717     1.603     3.713
  131.14  -66.00     90.693    -7.356     2.631
  131.14  -65.00     90.655   -12.833     3.652
  131.14  -64.00     90.662   -15.221     3.244
  131.14  -63.00     90.816   -12.194     3.913
  131.14  -62.00     90.905    -6.118     2.642
  131.14  -61.00     90.973     0.207     3.087
  131.14  -60.00     90.988     8.490     3.954
  131.14  -59.00     90.989    15.834     4.313
  131.14  -58.00     90.982    26.881     5.493
  131.14  -57.00     90.970    83.846     4.501
  131.14  -56.00     90.968   137.921     3.894
  131.14  -55.00     90.950   132.491     4.496
  131.14  -54.00     90.760   112.302     5.433
  131.14  -53.00     90.674    94.887     4.636
  131.14  -52.00     90.683    73.535     3.521
  131.14  -51.00     90.713    53.168     3.988
  131.14  -50.00     90.806    37.798     5.150
  131.14  -49.00     90.979    30.149     3.848
  131.14  -48.00     91.119    27.977     4.046
  131.14  -47.00     91.166    34.588     3.819
  131.14  -46.00     91.189    48.529     4.948
  131.14  -45.00     91.203    69.561     5.156
  131.14  -44.00     91.161    97.723     3.902
  131.14  -43.00     91.055   122.345     5.059
  131.14  -42.00     90.858   123.928     4.087
  131.14  -41.00     90.701    84.425     2.630
  131.14  -40.00     90.792    50.317     3.843
  131.14  -39.00     90.971    26.237     5.420
  131.14  -38.00     91.030    10.977     4.238
  131.14  -37.00     90.983    -0.215     5.546
  131.14  -36.00     91.021    -4.698     5.710
  131.14  -35.00     91.233    -8.756     5.026
  131.14  -34.00     91.382    -8.724     5.679
  131.14  -33.00     91.354     2.828     4.924
  131.14  -32.00     91.294    21.846     4.381
  131.14  -31.00     91.315    43.774     4.019
  131.14  -30.00     91.252    50.675     5.933
  131.14  -29.00     91.181    59.708     4.259
  131.14  -28.00     91.160    76.870     5.223
  131.14  -27.00     91.244    74.387     5.804
  131.14  -26.00     91.323    62.735     4.479
  131.14  -25.00     91.441    65.331     4.385
  131.14  -24.00     91.610    80.921     6.944
  131.14  -23.00     91.774   103.065     7.667
