Cassini CIRS temperature and derived zonal winds  
Latitude is planetocentric, pressure unit is mbar, and wind & uncertainty unit is m/s
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude  temperature  wind   wind-uncertainty
   87.35   73.00     78.888    12.259     4.183
   87.35   74.00     78.786    31.602     4.452
   87.35   75.00     78.673    72.314     4.157
   87.35   76.00     78.634    78.289     3.712
   87.35   77.00     78.552    35.850     4.893
   87.35   78.00     78.366    13.846     3.557
   87.35   79.00     78.464    10.395     3.834
   87.35   80.00     78.497    11.301     3.889
   87.35   81.00     78.405    22.373     3.928
   87.35   82.00     78.336    32.950     4.091
   87.35   83.00     78.395    41.768     4.760
   87.35   84.00     78.524    66.077     3.252
   87.35   85.00     78.587    96.388     3.648
   87.35   86.00     78.522    88.173     3.442
   87.35   87.00     78.389    45.061     3.761
   87.35   88.00     78.105    15.765     3.787
   87.35   89.00     77.468     7.867     3.163
   87.35   90.00     76.766    -0.010     3.663

Pressure level 76.2886 mbar
pressure latitude  temperature  wind   wind-uncertainty
   76.29  -90.00     91.013    -6.830     4.025
   76.29  -89.00     90.728    94.115     3.462
   76.29  -88.00     91.012   142.364     3.260
   76.29  -87.00     91.020   141.699     3.428
   76.29  -86.00     90.874   126.324     3.475
   76.29  -85.00     90.082   108.846     3.281
   76.29  -84.00     89.809    82.531     2.841
   76.29  -83.00     89.604    53.851     3.696
   76.29  -82.00     89.475    38.577     2.743
   76.29  -81.00     89.322    26.252     3.674
   76.29  -80.00     88.785    15.866     4.099
   76.29  -79.00     88.819     6.470     3.608
   76.29  -78.00     88.897     2.917     4.284
   76.29  -77.00     89.360     1.060     3.909
   76.29  -76.00     89.635     4.496     3.280
   76.29  -75.00     89.802     5.909     5.016
   76.29  -74.00     90.081    10.534     3.618
   76.29  -73.00     90.016    19.500     3.767
   76.29  -72.00     90.032    40.688     3.591
   76.29  -71.00     90.080    83.184     3.251
   76.29  -70.00     90.100    85.546     3.932
   76.29  -69.00     89.903    43.121     3.865
   76.29  -68.00     89.684    17.865     3.418
   76.29  -67.00     89.545     0.550     3.864
   76.29  -66.00     89.471    -8.799     2.786
   76.29  -65.00     89.398   -15.014     4.037
   76.29  -64.00     89.280   -17.801     4.140
   76.29  -63.00     89.106   -13.831     4.346
   76.29  -62.00     89.000    -6.957     5.229
   76.29  -61.00     88.924    -0.981     4.416
   76.29  -60.00     88.787     7.060     4.182
   76.29  -59.00     88.593    14.815     4.907
   76.29  -58.00     88.408    27.417     5.847
   76.29  -57.00     88.374    85.930     5.052
   76.29  -56.00     88.577   140.274     4.562
   76.29  -55.00     88.865   134.067     5.255
   76.29  -54.00     88.966   113.079     5.844
   76.29  -53.00     88.929    95.633     5.243
   76.29  -52.00     88.806    73.755     4.212
   76.29  -51.00     88.654    52.281     4.743
   76.29  -50.00     88.527    36.821     5.964
   76.29  -49.00     88.418    29.396     5.194
   76.29  -48.00     88.368    26.688     7.046
   76.29  -47.00     88.282    32.864     5.871
   76.29  -46.00     88.165    47.419     5.713
   76.29  -45.00     88.149    69.615     5.423
   76.29  -44.00     88.153    98.486     4.444
   76.29  -43.00     88.065   122.782     7.320
   76.29  -42.00     87.912   123.341     5.354
   76.29  -41.00     87.702    83.976     4.290
   76.29  -40.00     87.520    49.567     4.539
   76.29  -39.00     87.467    25.159     5.878
   76.29  -38.00     87.530    10.418     4.355
   76.29  -37.00     87.646     0.253     5.924
   76.29  -36.00     87.878    -3.379     7.276
   76.29  -35.00     88.240    -7.195     6.131
   76.29  -34.00     88.538    -8.234     6.748
   76.29  -33.00     88.695     2.898     6.337
   76.29  -32.00     88.939    23.631     6.647
   76.29  -31.00     89.169    45.139     6.401
   76.29  -30.00     89.256    51.024     6.763
   76.29  -29.00     89.317    61.035     4.710
   76.29  -28.00     89.415    79.668     5.733
   76.29  -27.00     89.629    77.715     8.204
   76.29  -26.00     89.823    64.371     6.411
   76.29  -25.00     89.928    65.793     6.237
   76.29  -24.00     90.054    82.070     7.895
   76.29  -23.00     90.262   106.034     8.580
   76.29  -22.00     90.551   124.799     9.374
   76.29  -21.00     90.786   140.524     9.250
   76.29  -20.00     91.012   153.237    14.032
   76.29  -19.00     91.234   174.170     8.044
   76.29  -18.00     91.310   199.182     8.574
   76.29  -17.00     91.220   230.246    12.556
   76.29  -16.00     91.006   240.134    11.432
   76.29  -15.00     90.679   241.983    10.858
   76.29  -14.00     90.285   246.858    12.301
   76.29  -13.00     89.876   255.659    10.862
   76.29  -12.00     89.444   263.914    13.246
   76.29  -11.00     88.921   267.075    19.142
   76.29  -10.00     88.384   267.027    19.824
   76.29   -9.00     88.007   270.598    13.574
   76.29   -8.00     87.983   269.422    22.194
   76.29   -7.00     87.966   261.854    19.979
   76.29   -6.00     88.045   255.542    19.004
   76.29   -5.00     88.120   250.528    36.907
   76.29   -4.00     88.219   242.286    56.016
   76.29   -3.00     88.279   232.826    56.547
   76.29   -2.00     88.292   343.952    58.353
   76.29   -1.00     88.292   375.930    62.908
   76.29    0.00     88.292   389.787    60.694
   76.29    1.00     88.274   371.987    58.481
   76.29    2.00     88.171   336.363    57.262
   76.29    3.00     87.974   238.611    54.180
   76.29    4.00     87.705   256.637    51.509
   76.29    5.00     87.393   282.896    46.395
   76.29    6.00     87.047   299.117    40.821
   76.29    7.00     86.688   317.047    27.696
   76.29    8.00     86.360   325.678    20.919
   76.29    9.00     86.053   329.189    21.096
   76.29   10.00     85.881   338.090    21.476
   76.29   11.00     85.872   337.234    18.086
   76.29   12.00     85.998   327.537    13.587
   76.29   13.00     86.087   319.459    14.505
   76.29   14.00     86.166   293.392    14.959
   76.29   15.00     86.080   270.983     9.369
   76.29   16.00     85.972   253.658    14.261
   76.29   17.00     85.897   232.810    16.203
   76.29   18.00     85.707   208.600    10.375
   76.29   19.00     85.418   186.746     9.664
   76.29   20.00     85.192   167.265     8.448
   76.29   21.00     84.957   145.639    11.628
   76.29   22.00     84.714   129.116     7.807
   76.29   23.00     84.522   114.269     8.794
   76.29   24.00     84.376   100.635    10.239
   76.29   25.00     84.304    84.958     9.585
   76.29   26.00     84.222    77.626     9.170
   76.29   27.00     84.085    76.203     7.043
   76.29   28.00     83.893    65.133     7.587
   76.29   29.00     83.674    62.692     6.635
   76.29   30.00     83.334    60.167     6.516
   76.29   31.00     82.730    40.770     6.809
   76.29   32.00     82.130    20.993     6.401
   76.29   33.00     81.743     3.806     8.198
   76.29   34.00     81.280    -4.568     6.712
   76.29   35.00     80.844    -5.813     4.968
   76.29   36.00     80.444    -1.617     4.611
   76.29   37.00     80.053     7.311     7.004
   76.29   38.00     79.797    24.051     8.203
   76.29   39.00     79.734    48.367     6.637
   76.29   40.00     79.932    76.316     4.218
   76.29   41.00     80.239   113.370     4.883
   76.29   42.00     80.385   129.150     5.372
   76.29   43.00     80.396   117.344     5.264
   76.29   44.00     80.436    70.233     4.120
   76.29   45.00     80.489    48.853     6.915
   76.29   46.00     80.478    28.293     4.423
   76.29   47.00     80.359    18.782     5.020
   76.29   48.00     80.113    10.355     4.931
   76.29   49.00     79.855     3.896     6.442
   76.29   50.00     79.653     0.744     5.623
   76.29   51.00     79.511     4.022     3.903
   76.29   52.00     79.458    13.227     3.588
   76.29   53.00     79.445    27.701     4.374
   76.29   54.00     79.363    45.837     3.891
   76.29   55.00     79.269    67.427     3.321
   76.29   56.00     79.377    84.751     4.190
   76.29   57.00     79.650    81.299     4.366
   76.29   58.00     79.978    67.563     3.189
   76.29   59.00     80.247    59.180     3.741
   76.29   60.00     80.398    62.902     3.817
   76.29   61.00     80.423    82.426     4.256
   76.29   62.00     80.318    95.099     3.344
   76.29   63.00     80.145    63.895     3.642
   76.29   64.00     80.078    33.626     4.259
   76.29   65.00     80.063    21.046     3.071
   76.29   66.00     80.020     6.571     3.593
   76.29   67.00     79.832    -1.383     3.841
   76.29   68.00     79.547    -6.300     4.394
   76.29   69.00     79.313   -10.648     4.810
   76.29   70.00     79.099   -10.884     3.605
   76.29   71.00     78.839    -7.350     4.264
   76.29   72.00     78.719     0.387     3.751
   76.29   73.00     78.667    12.375     4.210
   76.29   74.00     78.617    31.722     4.504
   76.29   75.00     78.558    72.454     4.380
   76.29   76.00     78.555    78.494     3.897
   76.29   77.00     78.471    36.056     4.923
   76.29   78.00     78.268    13.953     3.682
   76.29   79.00     78.317    10.357     4.148
   76.29   80.00     78.294    11.161     3.984
   76.29   81.00     78.154    22.207     4.073
   76.29   82.00     78.053    32.815     4.138
   76.29   83.00     78.100    41.804     4.861
   76.29   84.00     78.239    66.324     3.366
   76.29   85.00     78.362    96.676     3.753
   76.29   86.00     78.468    88.421     3.522
   76.29   87.00     78.429    45.320     3.882
   76.29   88.00     78.370    16.164     3.884
   76.29   89.00     78.113     8.307     3.209
   76.29   90.00     77.819     0.000     3.783

Pressure level 66.6252 mbar
pressure latitude  temperature  wind   wind-uncertainty
   66.63  -90.00     91.702    -6.840     4.109
   66.63  -89.00     91.823    93.438     3.977
   66.63  -88.00     92.414   142.034     3.362
   66.63  -87.00     92.383   141.646     3.600
   66.63  -86.00     92.226   126.009     3.559
   66.63  -85.00     91.331   108.367     3.437
   66.63  -84.00     90.918    82.060     2.893
   66.63  -83.00     90.611    53.474     3.761
   66.63  -82.00     90.487    38.210     2.888
   66.63  -81.00     90.339    25.966     3.802
   66.63  -80.00     89.750    15.670     4.151
   66.63  -79.00     89.811     6.438     3.746
   66.63  -78.00     89.959     3.046     4.362
   66.63  -77.00     90.504     1.383     3.951
   66.63  -76.00     90.759     4.856     3.436
   66.63  -75.00     90.957     5.713     5.026
   66.63  -74.00     91.095    10.144     3.653
   66.63  -73.00     90.965    19.215     3.799
   66.63  -72.00     90.893    40.753     3.691
   66.63  -71.00     90.824    83.349     3.395
   66.63  -70.00     90.702    85.365     4.095
   66.63  -69.00     90.379    42.513     4.014
   66.63  -68.00     90.078    17.328     3.544
   66.63  -67.00     89.927     0.314     3.964
   66.63  -66.00     89.890    -8.950     2.962
   66.63  -65.00     89.871   -15.401     4.306
   66.63  -64.00     89.798   -18.423     4.240
   66.63  -63.00     89.640   -14.367     4.388
   66.63  -62.00     89.544    -7.325     5.319
   66.63  -61.00     89.496    -1.374     4.502
   66.63  -60.00     89.419     6.658     4.278
   66.63  -59.00     89.272    14.531     4.989
   66.63  -58.00     89.088    27.454     5.928
   66.63  -57.00     88.961    86.297     5.147
   66.63  -56.00     88.959   140.759     4.635
   66.63  -55.00     89.022   134.457     5.426
   66.63  -54.00     89.032   113.288     5.934
   66.63  -53.00     88.966    95.707     5.336
   66.63  -52.00     88.822    73.675     4.230
   66.63  -51.00     88.673    51.988     4.902
   66.63  -50.00     88.558    36.495     6.205
   66.63  -49.00     88.505    29.355     5.665
   66.63  -48.00     88.561    26.789     7.202
   66.63  -47.00     88.604    32.797     5.913
   66.63  -46.00     88.568    47.144     5.735
   66.63  -45.00     88.496    69.215     5.476
   66.63  -44.00     88.350    98.117     4.544
   66.63  -43.00     88.129   122.448     7.495
   66.63  -42.00     87.896   122.707     5.558
   66.63  -41.00     87.583    83.109     4.413
   66.63  -40.00     87.252    48.834     4.617
   66.63  -39.00     87.143    25.013     5.939
   66.63  -38.00     87.261    10.722     4.515
   66.63  -37.00     87.500     0.753     5.984
   66.63  -36.00     87.856    -2.631     7.518
   66.63  -35.00     88.311    -6.229     6.881
   66.63  -34.00     88.728    -7.218     7.032
   66.63  -33.00     89.053     3.923     6.730
   66.63  -32.00     89.456    24.563     6.965
   66.63  -31.00     89.724    45.671     6.509
   66.63  -30.00     89.820    51.360     7.040
   66.63  -29.00     89.847    61.446     5.242
   66.63  -28.00     89.877    80.108     6.212
   66.63  -27.00     89.981    78.309     8.502
   66.63  -26.00     90.128    64.911     6.586
   66.63  -25.00     90.271    66.128     6.459
   66.63  -24.00     90.451    82.619     8.343
   66.63  -23.00     90.706   107.068     9.069
   66.63  -22.00     90.999   126.170     9.546
   66.63  -21.00     91.245   141.640     9.869
   66.63  -20.00     91.470   154.305    14.257
   66.63  -19.00     91.655   174.887     8.531
   66.63  -18.00     91.654   199.237     9.168
   66.63  -17.00     91.418   229.073    13.041
   66.63  -16.00     91.052   238.294    12.220
   66.63  -15.00     90.615   239.701    10.960
   66.63  -14.00     90.091   243.888    12.606
   66.63  -13.00     89.567   252.491    11.266
   66.63  -12.00     89.061   260.538    14.968
   66.63  -11.00     88.508   263.275    19.598
   66.63  -10.00     88.005   264.266    20.490
   66.63   -9.00     87.658   270.120    13.887
   66.63   -8.00     87.642   270.507    22.608
   66.63   -7.00     87.640   263.269    20.185
   66.63   -6.00     87.736   257.658    19.606
   66.63   -5.00     87.818   252.869    37.552
   66.63   -4.00     87.929   244.129    58.703
   66.63   -3.00     88.008   241.228    59.922
   66.63   -2.00     88.057   348.359    61.079
   66.63   -1.00     88.097   379.353    65.505
   66.63    0.00     88.133   389.989    62.666
   66.63    1.00     88.134   377.349    59.827
   66.63    2.00     88.042   347.176    58.174
   66.63    3.00     87.852   248.498    55.149
   66.63    4.00     87.593   260.595    52.445
   66.63    5.00     87.300   288.064    47.448
   66.63    6.00     86.984   303.966    41.158
   66.63    7.00     86.665   320.934    28.231
   66.63    8.00     86.390   328.820    21.625
   66.63    9.00     86.131   331.231    21.852
   66.63   10.00     86.058   338.878    22.393
   66.63   11.00     86.150   337.850    19.498
   66.63   12.00     86.324   327.309    14.168
   66.63   13.00     86.411   318.534    15.103
   66.63   14.00     86.419   293.233    15.385
   66.63   15.00     86.276   271.246    10.054
   66.63   16.00     86.126   254.698    14.601
   66.63   17.00     85.974   234.291    16.764
   66.63   18.00     85.755   210.138    11.127
   66.63   19.00     85.478   188.260     9.861
   66.63   20.00     85.257   168.545     9.762
   66.63   21.00     85.043   146.719    11.974
   66.63   22.00     84.827   130.040     8.114
   66.63   23.00     84.641   115.233     9.350
   66.63   24.00     84.510   101.633    10.461
   66.63   25.00     84.406    85.977     9.694
   66.63   26.00     84.278    78.520     9.253
   66.63   27.00     84.129    76.980     7.131
   66.63   28.00     83.945    66.015     7.652
   66.63   29.00     83.743    63.659     6.792
   66.63   30.00     83.446    61.267     6.676
   66.63   31.00     82.886    42.000     7.093
   66.63   32.00     82.267    22.733     6.933
   66.63   33.00     81.800     6.092     8.247
   66.63   34.00     81.243    -2.613     6.745
   66.63   35.00     80.722    -4.497     5.089
   66.63   36.00     80.269    -0.730     4.837
   66.63   37.00     79.859     7.974     7.063
   66.63   38.00     79.580    24.214     8.232
   66.63   39.00     79.494    47.737     6.674
   66.63   40.00     79.707    75.203     4.357
   66.63   41.00     80.080   112.386     4.967
   66.63   42.00     80.334   128.787     5.380
   66.63   43.00     80.440   117.333     5.369
   66.63   44.00     80.511    70.327     4.272
   66.63   45.00     80.536    48.860     7.088
   66.63   46.00     80.477    28.591     4.522
   66.63   47.00     80.328    19.442     5.103
   66.63   48.00     80.074    11.194     5.240
   66.63   49.00     79.816     4.518     6.696
   66.63   50.00     79.605     1.034     6.005
   66.63   51.00     79.425     4.062     4.048
   66.63   52.00     79.347    13.080     3.668
   66.63   53.00     79.324    27.489     4.527
   66.63   54.00     79.245    45.667     3.905
   66.63   55.00     79.189    67.110     3.354
   66.63   56.00     79.301    84.238     4.419
   66.63   57.00     79.561    80.880     4.420
   66.63   58.00     79.876    67.256     3.249
   66.63   59.00     80.121    58.859     4.014
   66.63   60.00     80.244    62.653     3.849
   66.63   61.00     80.264    82.443     4.335
   66.63   62.00     80.210    95.294     3.395
   66.63   63.00     80.148    64.068     3.697
   66.63   64.00     80.131    33.811     4.291
   66.63   65.00     80.102    21.177     3.122
   66.63   66.00     80.031     6.695     3.609
   66.63   67.00     79.798    -1.241     3.881
   66.63   68.00     79.503    -6.182     4.443
   66.63   69.00     79.262   -10.622     5.124
   66.63   70.00     79.044   -10.743     3.698
   66.63   71.00     78.793    -7.055     4.361
   66.63   72.00     78.687     0.617     3.921
   66.63   73.00     78.672    12.502     4.245
   66.63   74.00     78.693    31.761     4.628
   66.63   75.00     78.728    72.434     4.573
   66.63   76.00     78.798    78.579     4.155
   66.63   77.00     78.742    36.262     5.025
   66.63   78.00     78.532    14.129     3.850
   66.63   79.00     78.501    10.440     4.210
   66.63   80.00     78.392    11.170     4.110
   66.63   81.00     78.184    22.180     4.121
   66.63   82.00     78.030    32.759     4.199
   66.63   83.00     78.050    41.771     5.025
   66.63   84.00     78.188    66.331     3.656
   66.63   85.00     78.399    96.664     3.851
   66.63   86.00     78.768    88.390     3.593
   66.63   87.00     78.929    45.329     3.999
   66.63   88.00     79.226    16.273     3.992
   66.63   89.00     79.529     8.456     3.252
   66.63   90.00     79.833     0.010     3.865

Pressure level 58.1849 mbar
pressure latitude  temperature  wind   wind-uncertainty
   58.18  -90.00     93.332    -6.850     4.259
   58.18  -89.00     93.748    93.152     4.832
   58.18  -88.00     94.516   141.894     3.504
   58.18  -87.00     94.415   141.623     3.678
   58.18  -86.00     94.213   125.604     3.609
   58.18  -85.00     93.158   107.648     3.635
   58.18  -84.00     92.538    81.348     2.999
   58.18  -83.00     92.082    53.027     3.784
   58.18  -82.00     91.956    37.933     2.979
   58.18  -81.00     91.819    25.700     3.903
   58.18  -80.00     91.191    15.484     4.252
   58.18  -79.00     91.265     6.455     3.844
   58.18  -78.00     91.469     3.255     4.438
   58.18  -77.00     92.087     1.696     4.016
   58.18  -76.00     92.301     4.986     3.830
   58.18  -75.00     92.527     5.258     5.062
   58.18  -74.00     92.550     9.554     3.698
   58.18  -73.00     92.355    18.801     3.830
   58.18  -72.00     92.155    40.799     3.947
   58.18  -71.00     91.909    83.452     3.534
   58.18  -70.00     91.591    85.032     4.128
   58.18  -69.00     91.129    41.745     4.041
   58.18  -68.00     90.756    16.721     3.562
   58.18  -67.00     90.601     0.149     4.055
   58.18  -66.00     90.609    -8.932     3.151
   58.18  -65.00     90.655   -15.558     4.526
   58.18  -64.00     90.647   -18.805     4.271
   58.18  -63.00     90.550   -14.752     4.402
   58.18  -62.00     90.499    -7.592     5.367
   58.18  -61.00     90.520    -1.606     4.528
   58.18  -60.00     90.544     6.427     4.327
   58.18  -59.00     90.480    14.328     5.046
   58.18  -58.00     90.309    27.362     6.058
   58.18  -57.00     90.055    86.266     5.664
   58.18  -56.00     89.754   140.734     4.831
   58.18  -55.00     89.477   134.467     5.583
   58.18  -54.00     89.321   113.277     5.987
   58.18  -53.00     89.194    95.600     5.375
   58.18  -52.00     89.032    73.495     4.256
   58.18  -51.00     88.911    51.746     4.988
   58.18  -50.00     88.848    36.361     6.231
   58.18  -49.00     88.915    29.664     5.816
   58.18  -48.00     89.140    27.329     7.326
   58.18  -47.00     89.358    33.109     5.939
   58.18  -46.00     89.432    46.958     5.765
   58.18  -45.00     89.285    68.514     5.483
   58.18  -44.00     88.937    97.280     4.560
   58.18  -43.00     88.536   121.743     7.612
   58.18  -42.00     88.189   121.711     5.704
   58.18  -41.00     87.749    81.752     4.450
   58.18  -40.00     87.259    47.815     4.726
   58.18  -39.00     87.095    25.011     6.015
   58.18  -38.00     87.276    11.316     4.807
   58.18  -37.00     87.654     1.505     6.013
   58.18  -36.00     88.156    -1.582     7.550
   58.18  -35.00     88.716    -4.901     7.052
   58.18  -34.00     89.261    -5.673     7.131
   58.18  -33.00     89.774     5.515     6.848
   58.18  -32.00     90.344    25.713     7.155
   58.18  -31.00     90.642    46.210     6.675
   58.18  -30.00     90.736    51.685     7.279
   58.18  -29.00     90.710    61.697     5.730
   58.18  -28.00     90.646    80.161     6.636
   58.18  -27.00     90.611    78.504     8.568
   58.18  -26.00     90.695    65.429     6.635
   58.18  -25.00     90.880    66.735     6.771
   58.18  -24.00     91.126    83.494     8.634
   58.18  -23.00     91.429   108.378     9.514
   58.18  -22.00     91.726   127.689     9.713
   58.18  -21.00     91.990   142.803    10.153
   58.18  -20.00     92.217   155.239    14.347
   58.18  -19.00     92.360   175.381     9.057
   58.18  -18.00     92.292   198.826     9.835
   58.18  -17.00     91.938   227.001    13.657
   58.18  -16.00     91.454   235.700    12.696
   58.18  -15.00     90.937   236.937    11.005
   58.18  -14.00     90.302   240.403    12.780
   58.18  -13.00     89.678   248.777    12.618
   58.18  -12.00     89.101   256.598    15.586
   58.18  -11.00     88.512   259.170    20.242
   58.18  -10.00     88.033   261.647    21.612
   58.18   -9.00     87.674   269.778    14.836
   58.18   -8.00     87.599   271.544    23.101
   58.18   -7.00     87.554   264.734    20.566
   58.18   -6.00     87.615   260.017    21.307
   58.18   -5.00     87.676   255.888    38.407
   58.18   -4.00     87.786   247.426    61.448
   58.18   -3.00     87.886   256.631    62.798
   58.18   -2.00     87.979   357.301    63.932
   58.18   -1.00     88.069   385.323    68.499
   58.18    0.00     88.144   390.177    65.444
   58.18    1.00     88.159   384.777    62.388
   58.18    2.00     88.073   360.362    60.508
   58.18    3.00     87.889   262.676    57.637
   58.18    4.00     87.648   265.001    54.945
   58.18    5.00     87.392   293.037    47.923
   58.18    6.00     87.141   308.330    41.278
   58.18    7.00     86.916   324.252    28.451
   58.18    8.00     86.753   331.456    22.260
   58.18    9.00     86.603   332.984    22.328
   58.18   10.00     86.678   339.519    22.794
   58.18   11.00     86.886   338.220    20.183
   58.18   12.00     87.091   326.885    14.643
   58.18   13.00     87.155   317.705    15.813
   58.18   14.00     87.061   293.311    15.565
   58.18   15.00     86.836   271.639    10.521
   58.18   16.00     86.612   255.825    14.821
   58.18   17.00     86.337   235.978    17.044
   58.18   18.00     86.052   211.899    11.615
   58.18   19.00     85.770   189.798    10.039
   58.18   20.00     85.545   169.650    10.405
   58.18   21.00     85.351   147.525    12.394
   58.18   22.00     85.175   130.714     8.543
   58.18   23.00     85.002   116.065     9.643
   58.18   24.00     84.882   102.659    10.875
   58.18   25.00     84.726    87.175     9.777
   58.18   26.00     84.533    79.594     9.273
   58.18   27.00     84.367    77.799     7.210
   58.18   28.00     84.196    66.798     7.675
   58.18   29.00     84.024    64.455     6.949
   58.18   30.00     83.792    62.197     6.854
   58.18   31.00     83.310    43.171     7.230
   58.18   32.00     82.689    24.519     7.020
   58.18   33.00     82.125     8.494     8.311
   58.18   34.00     81.450    -0.408     6.877
   58.18   35.00     80.815    -2.818     5.302
   58.18   36.00     80.292     0.498     5.109
   58.18   37.00     79.859     8.809     7.222
   58.18   38.00     79.552    24.429     8.242
   58.18   39.00     79.438    47.130     6.706
   58.18   40.00     79.662    74.023     4.434
   58.18   41.00     80.114   111.181     5.183
   58.18   42.00     80.518   128.042     5.416
   58.18   43.00     80.758   117.010     5.535
   58.18   44.00     80.873    70.361     4.525
   58.18   45.00     80.862    48.987     7.181
   58.18   46.00     80.737    29.068     4.604
   58.18   47.00     80.544    20.291     5.183
   58.18   48.00     80.276    12.183     5.373
   58.18   49.00     80.009     5.192     6.721
   58.18   50.00     79.778     1.315     6.112
   58.18   51.00     79.546     4.142     4.085
   58.18   52.00     79.426    13.023     3.847
   58.18   53.00     79.385    27.378     4.584
   58.18   54.00     79.316    45.487     3.932
   58.18   55.00     79.321    66.743     3.471
   58.18   56.00     79.452    83.765     4.558
   58.18   57.00     79.711    80.520     4.467
   58.18   58.00     80.009    66.969     3.364
   58.18   59.00     80.235    58.537     4.478
   58.18   60.00     80.352    62.434     3.954
   58.18   61.00     80.400    82.480     4.519
   58.18   62.00     80.430    95.419     3.435
   58.18   63.00     80.500    64.141     3.798
   58.18   64.00     80.530    33.846     4.416
   58.18   65.00     80.456    21.228     3.203
   58.18   66.00     80.305     6.748     3.623
   58.18   67.00     80.002    -1.099     3.922
   58.18   68.00     79.697    -5.985     4.573
   58.18   69.00     79.455   -10.455     6.020
   58.18   70.00     79.242   -10.522     4.078
   58.18   71.00     79.007    -6.740     4.527
   58.18   72.00     78.915     0.898     4.410
   58.18   73.00     78.937    12.629     4.298
   58.18   74.00     79.043    31.661     4.779
   58.18   75.00     79.200    72.183     4.813
   58.18   76.00     79.364    78.474     4.441
   58.18   77.00     79.352    36.438     5.256
   58.18   78.00     79.146    14.386     3.952
   58.18   79.00     79.018    10.672     4.456
   58.18   80.00     78.806    11.360     4.198
   58.18   81.00     78.519    22.344     4.155
   58.18   82.00     78.292    32.824     4.333
   58.18   83.00     78.273    41.647     5.084
   58.18   84.00     78.400    66.039     3.918
   58.18   85.00     78.724    96.263     3.928
   58.18   86.00     79.427    87.958     3.667
   58.18   87.00     79.883    44.917     4.268
   58.18   88.00     80.639    15.892     4.161
   58.18   89.00     81.650     8.146     3.511
   58.18   90.00     82.708     0.000     4.267

Pressure level 50.8145 mbar
pressure latitude  temperature  wind   wind-uncertainty
   50.81  -90.00     95.847     6.850     4.340
   50.81  -89.00     96.455    93.305     5.051
   50.81  -88.00     97.301   141.964     3.628
   50.81  -87.00     97.104   141.639     3.829
   50.81  -86.00     96.821   125.039     3.678
   50.81  -85.00     95.525   106.569     3.743
   50.81  -84.00     94.622    80.267     3.064
   50.81  -83.00     93.967    52.479     3.843
   50.81  -82.00     93.827    37.766     3.091
   50.81  -81.00     93.701    25.463     3.996
   50.81  -80.00     93.045    15.307     4.323
   50.81  -79.00     93.117     6.523     3.954
   50.81  -78.00     93.350     3.514     4.585
   50.81  -77.00     94.021     1.969     4.040
   50.81  -76.00     94.176     4.876     3.916
   50.81  -75.00     94.425     4.632     5.083
   50.81  -74.00     94.388     8.844     3.714
   50.81  -73.00     94.148    18.257     3.901
   50.81  -72.00     93.797    40.715     4.176
   50.81  -71.00     93.329    83.355     3.730
   50.81  -70.00     92.776    84.479     4.135
   50.81  -69.00     92.161    40.837     4.069
   50.81  -68.00     91.723    16.085     3.739
   50.81  -67.00     91.576     0.064     4.216
   50.81  -66.00     91.637    -8.745     3.201
   50.81  -65.00     91.758   -15.455     4.627
   50.81  -64.00     91.837   -18.897     4.346
   50.81  -63.00     91.836   -14.917     4.417
   50.81  -62.00     91.853    -7.679     5.413
   50.81  -61.00     91.960    -1.608     4.568
   50.81  -60.00     92.103     6.415     4.444
   50.81  -59.00     92.131    14.205     5.208
   50.81  -58.00     91.977    27.081     6.211
   50.81  -57.00     91.576    85.717     6.071
   50.81  -56.00     90.919   140.039     5.001
   50.81  -55.00     90.228   133.947     5.694
   50.81  -54.00     89.848   112.935     6.048
   50.81  -53.00     89.631    95.233     5.395
   50.81  -52.00     89.450    73.196     4.267
   50.81  -51.00     89.380    51.614     5.014
   50.81  -50.00     89.404    36.529     6.246
   50.81  -49.00     89.639    30.425     5.857
   50.81  -48.00     90.069    28.379     7.409
   50.81  -47.00     90.485    33.838     5.982
   50.81  -46.00     90.686    46.889     5.982
   50.81  -45.00     90.459    67.503     5.544
   50.81  -44.00     89.882    95.935     4.797
   50.81  -43.00     89.273   120.637     7.825
   50.81  -42.00     88.790   120.322     6.227
   50.81  -41.00     88.213    79.888     4.729
   50.81  -40.00     87.566    46.513     5.142
   50.81  -39.00     87.354    25.182     6.424
   50.81  -38.00     87.601    12.221     5.270
   50.81  -37.00     88.122     2.538     6.087
   50.81  -36.00     88.775    -0.220     7.883
   50.81  -35.00     89.441    -3.212     7.229
   50.81  -34.00     90.113    -3.596     7.154
   50.81  -33.00     90.824     7.704     6.918
   50.81  -32.00     91.564    27.079     7.210
   50.81  -31.00     91.880    46.729     6.753
   50.81  -30.00     91.965    51.948     7.301
   50.81  -29.00     91.878    61.719     5.798
   50.81  -28.00     91.706    79.746     6.978
   50.81  -27.00     91.512    78.203     8.855
   50.81  -26.00     91.521    65.901     6.925
   50.81  -25.00     91.758    67.686     7.374
   50.81  -24.00     92.074    84.776     9.093
   50.81  -23.00     92.424   109.970     9.618
   50.81  -22.00     92.724   129.364     9.825
   50.81  -21.00     93.011   144.041    10.266
   50.81  -20.00     93.243   156.080    14.716
   50.81  -19.00     93.349   175.682     9.790
   50.81  -18.00     93.233   197.986    10.086
